id,flight_date,flight_status,flight_number,flight_iata,flight_icao,airline_name,airline_iata,airline_icao,depart_airport,depart_timezone,depart_iata,depart_icao,depart_terminal,depart_gate,depart_delay,depart_scheduled,depart_estimated,depart_actual,depart_estimated_runway,depart_actual_runway,arrival_airport,arrival_timezone,arrival_iata,arrival_icao,arrival_terminal,arrival_gate,arrival_baggage,arrival_delay,arrival_scheduled,arrival_estimated,arrival_actual,arrival_estimated_runway,arrival_actual_runway,aircraft_registration,aircraft_iata,aircraft_icao,aircraft_icao24
2024-04-16DL7985None,2024-04-16,landed,7985,DL7985,DAL7985,Delta Air Lines,DL,DAL,George Bush Intercontinental,America/Chicago,IAH,KIAH,D,12,26,2024-04-16T19:13:00+00:00,2024-04-16T19:13:00+00:00,2024-04-16T19:39:00+00:00,2024-04-16T19:39:00+00:00,2024-04-16T19:39:00+00:00,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,61,,,2024-04-16T21:00:00+00:00,2024-04-16T21:00:00+00:00,2024-04-16T20:34:00+00:00,2024-04-16T20:34:00+00:00,2024-04-16T20:34:00+00:00,None,None,None,None
2024-04-16DL8086None,2024-04-16,landed,8086,DL8086,DAL8086,Delta Air Lines,DL,DAL,Don Miguel Hidalgo y Costilla International,America/Mexico_City,GDL,MMGL,1,C36,17,2024-04-16T17:59:00+00:00,2024-04-16T17:59:00+00:00,2024-04-16T18:16:00+00:00,2024-04-16T18:16:00+00:00,2024-04-16T18:16:00+00:00,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,Q,,,2024-04-16T19:45:00+00:00,2024-04-16T19:45:00+00:00,2024-04-16T19:16:00+00:00,2024-04-16T19:16:00+00:00,2024-04-16T19:16:00+00:00,None,None,None,None
2024-04-16DL638None,2024-04-16,unknown,638,DL638,DAL638,Delta Air Lines,DL,DAL,Lester B. Pearson International,America/Toronto,YYZ,CYYZ,,,,2024-04-16T19:40:00+00:00,2024-04-16T19:40:00+00:00,,,,Los Angeles International,America/Los_Angeles,LAX,KLAX,B,,,,2024-04-16T22:35:00+00:00,2024-04-16T22:35:00+00:00,,,,None,None,None,None
2024-04-16DL3690E75L,2024-04-16,landed,3690,DL3690,DAL3690,Delta Air Lines,DL,DAL,Lester B. Pearson International,America/Toronto,YYZ,CYYZ,3,A16,73,2024-04-16T19:12:00+00:00,2024-04-16T19:12:00+00:00,2024-04-16T20:25:00+00:00,2024-04-16T20:25:00+00:00,2024-04-16T20:25:00+00:00,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,C13,6,28,2024-04-16T20:39:00+00:00,2024-04-16T20:39:00+00:00,2024-04-16T21:07:00+00:00,2024-04-16T21:07:00+00:00,2024-04-16T21:07:00+00:00,N322SY,E75L,E75L,A37765
2024-04-16DL9500None,2024-04-16,scheduled,9500,DL9500,DAL9500,Delta Air Lines,DL,DAL,Dubai,Asia/Dubai,DXB,OMDB,1,D18,91,2024-04-16T00:55:00+00:00,2024-04-16T00:55:00+00:00,2024-04-16T02:26:00+00:00,2024-04-16T02:26:00+00:00,2024-04-16T02:26:00+00:00,Schiphol,Europe/Amsterdam,AMS,EHAM,2,E18,11,82,2024-04-16T06:00:00+00:00,2024-04-16T06:00:00+00:00,,,,None,None,None,None
2024-04-16DL6146None,2024-04-16,landed,6146,DL6146,DAL6146,Delta Air Lines,DL,DAL,C.F. Secada,America/Lima,IQT,SPQT,1,3,6,2024-04-16T19:10:00+00:00,2024-04-16T19:10:00+00:00,2024-04-16T19:16:00+00:00,2024-04-16T19:16:00+00:00,2024-04-16T19:16:00+00:00,Jorge Chavez International,America/Lima,LIM,SPJC,2,,1,,2024-04-16T20:55:00+00:00,2024-04-16T20:55:00+00:00,2024-04-16T20:43:00+00:00,2024-04-16T20:43:00+00:00,2024-04-16T20:43:00+00:00,None,None,None,None
2024-04-16DL1118None,2024-04-16,landed,1118,DL1118,DAL1118,Delta Air Lines,DL,DAL,Daytona Beach International Airport,America/New_York,DAB,KDAB,,06,,2024-04-16T20:05:00+00:00,2024-04-16T20:05:00+00:00,2024-04-16T20:02:00+00:00,2024-04-16T20:02:00+00:00,2024-04-16T20:02:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,B11,6,,2024-04-16T21:36:00+00:00,2024-04-16T21:36:00+00:00,2024-04-16T20:59:00+00:00,2024-04-16T20:59:00+00:00,2024-04-16T20:59:00+00:00,None,None,None,None
2024-04-16DL3806E75L,2024-04-16,landed,3806,DL3806,DAL3806,Delta Air Lines,DL,DAL,Rogue Valley International - Medford Airport,America/Los_Angeles,MFR,KMFR,,4,8,2024-04-16T13:30:00+00:00,2024-04-16T13:30:00+00:00,2024-04-16T13:38:00+00:00,2024-04-16T13:38:00+00:00,2024-04-16T13:38:00+00:00,Salt Lake City International,America/Denver,SLC,KSLC,A,A26,,,2024-04-16T16:16:00+00:00,2024-04-16T16:16:00+00:00,2024-04-16T15:59:00+00:00,2024-04-16T15:59:00+00:00,2024-04-16T15:59:00+00:00,N275SY,E75L,E75L,A2BAB6
2024-04-16DL7920None,2024-04-16,landed,7920,DL7920,DAL7920,Delta Air Lines,DL,DAL,Tan Son Nhat International,Asia/Ho_Chi_Minh,SGN,VVTS,2,,32,2024-04-16T07:50:00+00:00,2024-04-16T07:50:00+00:00,2024-04-16T08:21:00+00:00,2024-04-16T08:21:00+00:00,2024-04-16T08:21:00+00:00,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,256,10,,2024-04-16T15:15:00+00:00,2024-04-16T15:15:00+00:00,2024-04-16T14:49:00+00:00,2024-04-16T14:49:00+00:00,2024-04-16T14:49:00+00:00,None,None,None,None
2024-04-16DL5233None,2024-04-16,landed,5233,DL5233,DAL5233,Delta Air Lines,DL,DAL,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,EM,B20,20,2024-04-16T07:40:00+00:00,2024-04-16T07:40:00+00:00,2024-04-16T07:59:00+00:00,2024-04-16T07:59:00+00:00,2024-04-16T07:59:00+00:00,Buffalo Niagara International,America/New_York,BUF,KBUF,2,23,,,2024-04-16T08:49:00+00:00,2024-04-16T08:49:00+00:00,2024-04-16T08:42:00+00:00,2024-04-16T08:42:00+00:00,2024-04-16T08:42:00+00:00,None,None,None,None
2024-04-16DL5246None,2024-04-16,landed,5246,DL5246,DAL5246,Delta Air Lines,DL,DAL,Lehigh Valley International,America/New_York,ABE,KABE,,9A,2,2024-04-16T17:35:00+00:00,2024-04-16T17:35:00+00:00,2024-04-16T17:37:00+00:00,2024-04-16T17:37:00+00:00,2024-04-16T17:37:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,D32,2,,2024-04-16T19:51:00+00:00,2024-04-16T19:51:00+00:00,2024-04-16T19:12:00+00:00,2024-04-16T19:12:00+00:00,2024-04-16T19:12:00+00:00,None,None,None,None
2024-04-16DL3740E75L,2024-04-16,landed,3740,DL3740,DAL3740,Delta Air Lines,DL,DAL,Chicago O'hare International,America/Chicago,ORD,KORD,5,M2,34,2024-04-16T18:40:00+00:00,2024-04-16T18:40:00+00:00,2024-04-16T19:14:00+00:00,2024-04-16T19:14:00+00:00,2024-04-16T19:14:00+00:00,John F Kennedy International,America/New_York,JFK,KJFK,4,A21,,,2024-04-16T22:06:00+00:00,2024-04-16T22:06:00+00:00,2024-04-16T21:56:00+00:00,2024-04-16T21:56:00+00:00,2024-04-16T21:56:00+00:00,N246SY,E75L,E75L,A247F0
2024-04-16DL7447None,2024-04-16,active,7447,DL7447,DAL7447,Delta Air Lines,DL,DAL,John F Kennedy International,America/New_York,JFK,KJFK,4,,51,2024-04-16T13:29:00+00:00,2024-04-16T13:29:00+00:00,2024-04-16T14:19:00+00:00,2024-04-16T14:19:00+00:00,2024-04-16T14:19:00+00:00,Ben Gurion International,Asia/Jerusalem,TLV,LLBG,3,,,10,2024-04-17T07:00:00+00:00,2024-04-17T07:00:00+00:00,,,,None,None,None,None
2024-04-16DL538A320,2024-04-16,landed,538,DL538,DAL538,Delta Air Lines,DL,DAL,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,E,E16,26,2024-04-16T19:02:00+00:00,2024-04-16T19:02:00+00:00,2024-04-16T19:28:00+00:00,2024-04-16T19:28:00+00:00,2024-04-16T19:28:00+00:00,Los Angeles International,America/Los_Angeles,LAX,KLAX,3,38,26,,2024-04-16T20:38:00+00:00,2024-04-16T20:38:00+00:00,2024-04-16T20:23:00+00:00,2024-04-16T20:23:00+00:00,2024-04-16T20:23:00+00:00,N340NW,A320,A320,A3BE8F
2024-04-16DL431BCS1,2024-04-16,landed,431,DL431,DAL431,Delta Air Lines,DL,DAL,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,E,E15,38,2024-04-16T19:00:00+00:00,2024-04-16T19:00:00+00:00,2024-04-16T19:37:00+00:00,2024-04-16T19:37:00+00:00,2024-04-16T19:37:00+00:00,La Guardia,America/New_York,LGA,KLGA,C,69,5,4,2024-04-16T23:31:00+00:00,2024-04-16T23:31:00+00:00,2024-04-16T23:35:00+00:00,2024-04-16T23:35:00+00:00,2024-04-16T23:35:00+00:00,N108DQ,BCS1,BCS1,A022C6
2024-04-16DL6791None,2024-04-16,landed,6791,DL6791,DAL6791,Delta Air Lines,DL,DAL,Honolulu International,Pacific/Honolulu,HNL,PHNL,1,A17,32,2024-04-16T13:15:00+00:00,2024-04-16T13:15:00+00:00,2024-04-16T13:46:00+00:00,2024-04-16T13:46:00+00:00,2024-04-16T13:46:00+00:00,Kona International Airport,Pacific/Honolulu,KOA,PHKO,2,9,,17,2024-04-16T14:04:00+00:00,2024-04-16T14:04:00+00:00,2024-04-16T14:20:00+00:00,2024-04-16T14:20:00+00:00,2024-04-16T14:20:00+00:00,None,None,None,None
2024-04-16DL9003None,2024-04-16,scheduled,9003,DL9003,DAL9003,Delta Air Lines,DL,DAL,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,C,142,2024-04-16T14:30:00+00:00,2024-04-16T14:30:00+00:00,2024-04-16T16:51:00+00:00,2024-04-16T16:51:00+00:00,2024-04-16T16:51:00+00:00,Ciudad Obregon,America/Hermosillo,CEN,MMCN,C,,,108,2024-04-16T16:14:00+00:00,2024-04-16T16:14:00+00:00,,,,None,None,None,None
2024-04-16DL950A320,2024-04-16,landed,950,DL950,DAL950,Delta Air Lines,DL,DAL,Ronald Reagan Washington National Airport,America/New_York,DCA,KDCA,2,B18,13,2024-04-16T19:15:00+00:00,2024-04-16T19:15:00+00:00,2024-04-16T19:27:00+00:00,2024-04-16T19:27:00+00:00,2024-04-16T19:27:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,C35,2,,2024-04-16T21:10:00+00:00,2024-04-16T21:10:00+00:00,2024-04-16T20:48:00+00:00,2024-04-16T20:48:00+00:00,2024-04-16T20:48:00+00:00,N349NW,A320,A320,A3DFFE
2024-04-16DL2837None,2024-04-16,landed,2837,DL2837,DAL2837,Delta Air Lines,DL,DAL,Jackson Hole,America/Denver,JAC,KJAC,,10,15,2024-04-16T17:35:00+00:00,2024-04-16T17:35:00+00:00,2024-04-16T17:26:00+00:00,2024-04-16T17:26:00+00:00,2024-04-16T17:26:00+00:00,Salt Lake City International,America/Denver,SLC,KSLC,A,A6,,,2024-04-16T18:42:00+00:00,2024-04-16T18:42:00+00:00,2024-04-16T18:05:00+00:00,2024-04-16T18:05:00+00:00,2024-04-16T18:05:00+00:00,None,None,None,None
2024-04-16DL327A321,2024-04-16,landed,327,DL327,DAL327,Delta Air Lines,DL,DAL,Louis Armstrong New Orléans International Airport,America/Chicago,MSY,KMSY,,C8,1,2024-04-16T18:55:00+00:00,2024-04-16T18:55:00+00:00,2024-04-16T18:56:00+00:00,2024-04-16T18:56:00+00:00,2024-04-16T18:56:00+00:00,Salt Lake City International,America/Denver,SLC,KSLC,S,A13,,,2024-04-16T21:44:00+00:00,2024-04-16T21:44:00+00:00,2024-04-16T21:23:00+00:00,2024-04-16T21:23:00+00:00,2024-04-16T21:23:00+00:00,N322DN,A321,A321,A37616
2024-04-16DL2783None,2024-04-16,landed,2783,DL2783,DAL2783,Delta Air Lines,DL,DAL,Louis Armstrong New Orléans International Airport,America/Chicago,MSY,KMSY,,C2,21,2024-04-16T18:19:00+00:00,2024-04-16T18:19:00+00:00,2024-04-16T18:40:00+00:00,2024-04-16T18:40:00+00:00,2024-04-16T18:40:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,C40,1,,2024-04-16T20:50:00+00:00,2024-04-16T20:50:00+00:00,2024-04-16T20:40:00+00:00,2024-04-16T20:40:00+00:00,2024-04-16T20:40:00+00:00,None,None,None,None
2024-04-16DL5594None,2024-04-16,landed,5594,DL5594,DAL5594,Delta Air Lines,DL,DAL,Nashville International,America/Chicago,BNA,KBNA,,B8,11,2024-04-16T18:15:00+00:00,2024-04-16T18:15:00+00:00,2024-04-16T18:25:00+00:00,2024-04-16T18:25:00+00:00,2024-04-16T18:25:00+00:00,Logan International,America/New_York,BOS,KBOS,A,A5,2,,2024-04-16T21:49:00+00:00,2024-04-16T21:49:00+00:00,2024-04-16T21:34:00+00:00,2024-04-16T21:34:00+00:00,2024-04-16T21:34:00+00:00,None,None,None,None
2024-04-16DL4988None,2024-04-16,landed,4988,DL4988,DAL4988,Delta Air Lines,DL,DAL,Nashville International,America/Chicago,BNA,KBNA,,B3,9,2024-04-16T18:29:00+00:00,2024-04-16T18:29:00+00:00,2024-04-16T18:37:00+00:00,2024-04-16T18:37:00+00:00,2024-04-16T18:37:00+00:00,John F Kennedy International,America/New_York,JFK,KJFK,4,A15,,,2024-04-16T22:02:00+00:00,2024-04-16T22:02:00+00:00,2024-04-16T21:40:00+00:00,2024-04-16T21:40:00+00:00,2024-04-16T21:40:00+00:00,None,None,None,None
2024-04-16DL2295None,2024-04-16,landed,2295,DL2295,DAL2295,Delta Air Lines,DL,DAL,Nashville International,America/Chicago,BNA,KBNA,,B7,53,2024-04-16T18:32:00+00:00,2024-04-16T18:32:00+00:00,2024-04-16T19:25:00+00:00,2024-04-16T19:25:00+00:00,2024-04-16T19:25:00+00:00,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,C3,6,29,2024-04-16T20:41:00+00:00,2024-04-16T20:41:00+00:00,2024-04-16T21:09:00+00:00,2024-04-16T21:09:00+00:00,2024-04-16T21:09:00+00:00,None,None,None,None
2024-04-16DL9096None,2024-04-16,landed,9096,DL9096,DAL9096,Delta Air Lines,DL,DAL,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,,42,2024-04-16T13:55:00+00:00,2024-04-16T13:55:00+00:00,2024-04-16T14:37:00+00:00,2024-04-16T14:37:00+00:00,2024-04-16T14:37:00+00:00,Cancún International,America/Cancun,CUN,MMUN,4,,,3,2024-04-16T17:28:00+00:00,2024-04-16T17:28:00+00:00,2024-04-16T17:31:00+00:00,2024-04-16T17:31:00+00:00,2024-04-16T17:31:00+00:00,None,None,None,None
2024-04-16DL7990None,2024-04-16,landed,7990,DL7990,DAL7990,Delta Air Lines,DL,DAL,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,61,26,2024-04-16T13:45:00+00:00,2024-04-16T13:45:00+00:00,2024-04-16T14:11:00+00:00,2024-04-16T14:11:00+00:00,2024-04-16T14:11:00+00:00,Los Angeles International,America/Los_Angeles,LAX,KLAX,B,137,,,2024-04-16T17:05:00+00:00,2024-04-16T17:05:00+00:00,2024-04-16T16:37:00+00:00,2024-04-16T16:37:00+00:00,2024-04-16T16:37:00+00:00,None,None,None,None
2024-04-16DL7971None,2024-04-16,landed,7971,DL7971,DAL7971,Delta Air Lines,DL,DAL,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,66,18,2024-04-16T13:45:00+00:00,2024-04-16T13:45:00+00:00,2024-04-16T14:02:00+00:00,2024-04-16T14:02:00+00:00,2024-04-16T14:02:00+00:00,George Bush Intercontinental,America/Chicago,IAH,KIAH,D,D12,F7,,2024-04-16T17:16:00+00:00,2024-04-16T17:16:00+00:00,2024-04-16T16:44:00+00:00,2024-04-16T16:44:00+00:00,2024-04-16T16:44:00+00:00,None,None,None,None
2024-04-16DL3959None,2024-04-16,landed,3959,DL3959,DAL3959,Delta Air Lines,DL,DAL,Boise Air Terminal/Gowen Field,America/Boise,BOI,KBOI,,B22,5,2024-04-16T17:10:00+00:00,2024-04-16T17:10:00+00:00,2024-04-16T17:14:00+00:00,2024-04-16T17:14:00+00:00,2024-04-16T17:14:00+00:00,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,B,A6A,6,,2024-04-16T17:51:00+00:00,2024-04-16T17:51:00+00:00,2024-04-16T17:25:00+00:00,2024-04-16T17:25:00+00:00,2024-04-16T17:25:00+00:00,None,None,None,None
2024-04-16DL9507None,2024-04-16,landed,9507,DL9507,DAL9507,Delta Air Lines,DL,DAL,Murtala Muhammed,Africa/Lagos,LOS,DNMM,I,D34,22,2024-04-16T22:25:00+00:00,2024-04-16T22:25:00+00:00,2024-04-16T22:46:00+00:00,2024-04-16T22:46:00+00:00,2024-04-16T22:46:00+00:00,Schiphol,Europe/Amsterdam,AMS,EHAM,3,F6,18,,2024-04-17T06:00:00+00:00,2024-04-17T06:00:00+00:00,2024-04-17T05:48:00+00:00,2024-04-17T05:48:00+00:00,2024-04-17T05:48:00+00:00,None,None,None,None
2024-04-16DL6617None,2024-04-16,landed,6617,DL6617,DAL6617,Delta Air Lines,DL,DAL,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,1,,27,2024-04-16T21:45:00+00:00,2024-04-16T21:45:00+00:00,2024-04-16T22:12:00+00:00,2024-04-16T22:12:00+00:00,2024-04-16T22:12:00+00:00,Capodichino,Europe/Rome,NAP,LIRN,1,,,14,2024-04-16T22:35:00+00:00,2024-04-16T22:35:00+00:00,2024-04-16T22:48:00+00:00,2024-04-16T22:48:00+00:00,2024-04-16T22:48:00+00:00,None,None,None,None
2024-04-16DL1123A21N,2024-04-16,landed,1123,DL1123,DAL1123,Delta Air Lines,DL,DAL,Logan International,America/New_York,BOS,KBOS,A,A20,59,2024-04-16T19:10:00+00:00,2024-04-16T19:10:00+00:00,2024-04-16T20:09:00+00:00,2024-04-16T20:09:00+00:00,2024-04-16T20:09:00+00:00,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,B,B7A,5,6,2024-04-16T22:25:00+00:00,2024-04-16T22:25:00+00:00,2024-04-16T22:31:00+00:00,2024-04-16T22:31:00+00:00,2024-04-16T22:31:00+00:00,N507DZ,A21N,A21N,A65454
2024-04-16DL2862None,2024-04-16,landed,2862,DL2862,DAL2862,Delta Air Lines,DL,DAL,Will Rogers World Airport,America/Chicago,OKC,KOKC,,26,11,2024-04-16T18:45:00+00:00,2024-04-16T18:45:00+00:00,2024-04-16T18:41:00+00:00,2024-04-16T18:41:00+00:00,2024-04-16T18:41:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,C33,2,,2024-04-16T21:48:00+00:00,2024-04-16T21:48:00+00:00,2024-04-16T21:11:00+00:00,2024-04-16T21:11:00+00:00,2024-04-16T21:11:00+00:00,None,None,None,None
2024-04-16DL1137None,2024-04-16,landed,1137,DL1137,DAL1137,Delta Air Lines,DL,DAL,Denver International,America/Denver,DEN,KDEN,,A53,15,2024-04-16T17:45:00+00:00,2024-04-16T17:45:00+00:00,2024-04-16T18:00:00+00:00,2024-04-16T18:00:00+00:00,2024-04-16T18:00:00+00:00,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,F10,10,,2024-04-16T20:50:00+00:00,2024-04-16T20:50:00+00:00,2024-04-16T20:32:00+00:00,2024-04-16T20:32:00+00:00,2024-04-16T20:32:00+00:00,None,None,None,None
2024-04-16DL383None,2024-04-16,landed,383,DL383,DAL383,Delta Air Lines,DL,DAL,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,E,E13,22,2024-04-16T18:24:00+00:00,2024-04-16T18:24:00+00:00,2024-04-16T18:45:00+00:00,2024-04-16T18:45:00+00:00,2024-04-16T18:45:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,D12,2,,2024-04-16T21:34:00+00:00,2024-04-16T21:34:00+00:00,2024-04-16T21:17:00+00:00,2024-04-16T21:17:00+00:00,2024-04-16T21:17:00+00:00,None,None,None,None
2024-04-16DL2613None,2024-04-16,landed,2613,DL2613,DAL2613,Delta Air Lines,DL,DAL,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,E,E14,2,2024-04-16T18:25:00+00:00,2024-04-16T18:25:00+00:00,2024-04-16T18:26:00+00:00,2024-04-16T18:26:00+00:00,2024-04-16T18:26:00+00:00,Logan International,America/New_York,BOS,KBOS,A,A7,3,,2024-04-16T23:03:00+00:00,2024-04-16T23:03:00+00:00,2024-04-16T22:43:00+00:00,2024-04-16T22:43:00+00:00,2024-04-16T22:43:00+00:00,None,None,None,None
2024-04-16DL1383BCS1,2024-04-16,landed,1383,DL1383,DAL1383,Delta Air Lines,DL,DAL,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,E,E17,28,2024-04-16T18:50:00+00:00,2024-04-16T18:50:00+00:00,2024-04-16T19:17:00+00:00,2024-04-16T19:17:00+00:00,2024-04-16T19:17:00+00:00,Salt Lake City International,America/Denver,SLC,KSLC,A,A21,,4,2024-04-16T20:45:00+00:00,2024-04-16T20:45:00+00:00,2024-04-16T20:49:00+00:00,2024-04-16T20:49:00+00:00,2024-04-16T20:49:00+00:00,N126DU,BCS1,BCS1,A06A5A
