id,flight_date,flight_status,flight_number,flight_iata,flight_icao,airline_name,airline_iata,airline_icao,depart_airport,depart_timezone,depart_iata,depart_icao,depart_terminal,depart_gate,depart_delay,depart_scheduled,depart_estimated,depart_actual,depart_estimated_runway,depart_actual_runway,arrival_airport,arrival_timezone,arrival_iata,arrival_icao,arrival_terminal,arrival_gate,arrival_baggage,arrival_delay,arrival_scheduled,arrival_estimated,arrival_actual,arrival_estimated_runway,arrival_actual_runway,aircraft_registration,aircraft_iata,aircraft_icao,aircraft_icao24
2024-04-19DL5074None,2024-04-19,landed,5074,DL5074,DAL5074,Delta Air Lines,DL,DAL,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,D46,19,2024-04-19T21:05:00+00:00,2024-04-19T21:05:00+00:00,2024-04-19T21:23:00+00:00,2024-04-19T21:23:00+00:00,2024-04-19T21:23:00+00:00,Golden Triangle Reg.,America/Chicago,GTR,KGTR,S,G01,,,2024-04-19T21:18:00+00:00,2024-04-19T21:18:00+00:00,2024-04-19T21:06:00+00:00,2024-04-19T21:06:00+00:00,2024-04-19T21:06:00+00:00,None,None,None,None
2024-04-19DL8167None,2024-04-19,landed,8167,DL8167,DAL8167,Delta Air Lines,DL,DAL,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,A,89,2024-04-19T16:50:00+00:00,2024-04-19T16:50:00+00:00,2024-04-19T18:19:00+00:00,2024-04-19T18:19:00+00:00,2024-04-19T18:19:00+00:00,Puerto Escondido,America/Mexico_City,PXM,MMPS,C,,,51,2024-04-19T18:19:00+00:00,2024-04-19T18:19:00+00:00,2024-04-19T19:09:00+00:00,2024-04-19T19:09:00+00:00,2024-04-19T19:09:00+00:00,None,None,None,None
2024-04-19DL8142None,2024-04-19,landed,8142,DL8142,DAL8142,Delta Air Lines,DL,DAL,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,B,26,2024-04-19T17:20:00+00:00,2024-04-19T17:20:00+00:00,2024-04-19T17:46:00+00:00,2024-04-19T17:46:00+00:00,2024-04-19T17:46:00+00:00,Minatitlan,America/Mexico_City,MTT,MMMT,2,,,,2024-04-19T18:52:00+00:00,2024-04-19T18:52:00+00:00,2024-04-19T18:38:00+00:00,2024-04-19T18:38:00+00:00,2024-04-19T18:38:00+00:00,None,None,None,None
2024-04-19DL973None,2024-04-19,landed,973,DL973,DAL973,Delta Air Lines,DL,DAL,Logan International,America/New_York,BOS,KBOS,A,A18,72,2024-04-19T20:35:00+00:00,2024-04-19T20:35:00+00:00,2024-04-19T21:47:00+00:00,2024-04-19T21:47:00+00:00,2024-04-19T21:47:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,B2,6,35,2024-04-19T23:28:00+00:00,2024-04-19T23:28:00+00:00,2024-04-20T00:02:00+00:00,2024-04-20T00:02:00+00:00,2024-04-20T00:02:00+00:00,None,None,None,None
2024-04-19DL154B763,2024-04-19,landed,154,DL154,DAL154,Delta Air Lines,DL,DAL,Logan International,America/New_York,BOS,KBOS,E,E4,20,2024-04-19T20:30:00+00:00,2024-04-19T20:30:00+00:00,2024-04-19T20:49:00+00:00,2024-04-19T20:49:00+00:00,2024-04-19T20:49:00+00:00,Dublin International,Europe/Dublin,DUB,EIDW,2,414,4,,2024-04-20T07:45:00+00:00,2024-04-20T07:45:00+00:00,2024-04-20T07:32:00+00:00,2024-04-20T07:32:00+00:00,2024-04-20T07:32:00+00:00,N1200K,B763,B763,A05614
2024-04-19DL7084None,2024-04-19,landed,7084,DL7084,DAL7084,Delta Air Lines,DL,DAL,George Bush Intercontinental,America/Chicago,IAH,KIAH,A,11,19,2024-04-19T13:30:00+00:00,2024-04-19T13:30:00+00:00,2024-04-19T13:27:00+00:00,2024-04-19T13:27:00+00:00,2024-04-19T13:27:00+00:00,Calgary International Airport,America/Edmonton,YYC,CYYC,MA,D86,,,2024-04-19T16:50:00+00:00,2024-04-19T16:50:00+00:00,2024-04-19T16:12:00+00:00,2024-04-19T16:12:00+00:00,2024-04-19T16:12:00+00:00,None,None,None,None
2024-04-19DL5192CRJ9,2024-04-19,landed,5192,DL5192,DAL5192,Delta Air Lines,DL,DAL,La Guardia,America/New_York,LGA,KLGA,C,94,22,2024-04-19T17:20:00+00:00,2024-04-19T17:20:00+00:00,2024-04-19T17:42:00+00:00,2024-04-19T17:42:00+00:00,2024-04-19T17:42:00+00:00,Raleigh-durham International Airport,America/New_York,RDU,KRDU,2,D3,,1,2024-04-19T19:15:00+00:00,2024-04-19T19:15:00+00:00,2024-04-19T19:15:00+00:00,2024-04-19T19:15:00+00:00,2024-04-19T19:15:00+00:00,N304PQ,CRJ9,CRJ9,A32F82
2024-04-19DL1631None,2024-04-19,landed,1631,DL1631,DAL1631,Delta Air Lines,DL,DAL,La Guardia,America/New_York,LGA,KLGA,C,78,15,2024-04-19T17:30:00+00:00,2024-04-19T17:30:00+00:00,2024-04-19T17:44:00+00:00,2024-04-19T17:44:00+00:00,2024-04-19T17:44:00+00:00,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,EM,A74,4,,2024-04-19T19:31:00+00:00,2024-04-19T19:31:00+00:00,2024-04-19T19:10:00+00:00,2024-04-19T19:10:00+00:00,2024-04-19T19:10:00+00:00,None,None,None,None
2024-04-19DL3734E75L,2024-04-19,landed,3734,DL3734,DAL3734,Delta Air Lines,DL,DAL,La Guardia,America/New_York,LGA,KLGA,C,69,28,2024-04-19T17:30:00+00:00,2024-04-19T17:30:00+00:00,2024-04-19T17:58:00+00:00,2024-04-19T17:58:00+00:00,2024-04-19T17:58:00+00:00,Will Rogers World Airport,America/Chicago,OKC,KOKC,C,28,,1,2024-04-19T20:31:00+00:00,2024-04-19T20:31:00+00:00,2024-04-19T20:32:00+00:00,2024-04-19T20:32:00+00:00,2024-04-19T20:32:00+00:00,N251SY,E75L,E75L,A25CDC
2024-04-19DL5669None,2024-04-19,landed,5669,DL5669,DAL5669,Delta Air Lines,DL,DAL,La Guardia,America/New_York,LGA,KLGA,C,98,9,2024-04-19T17:30:00+00:00,2024-04-19T17:30:00+00:00,2024-04-19T17:38:00+00:00,2024-04-19T17:38:00+00:00,2024-04-19T17:38:00+00:00,Port Columbus International,America/New_York,CMH,KCMH,A,C54,,,2024-04-19T19:27:00+00:00,2024-04-19T19:27:00+00:00,2024-04-19T18:58:00+00:00,2024-04-19T18:58:00+00:00,2024-04-19T18:58:00+00:00,None,None,None,None
2024-04-19DL7784None,2024-04-19,landed,7784,DL7784,DAL7784,Delta Air Lines,DL,DAL,Kansai International,Asia/Tokyo,KIX,RJBB,1,10,9,2024-04-19T09:15:00+00:00,2024-04-19T09:15:00+00:00,2024-04-19T09:23:00+00:00,2024-04-19T09:23:00+00:00,2024-04-19T09:23:00+00:00,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,238,3,,2024-04-19T11:05:00+00:00,2024-04-19T11:05:00+00:00,2024-04-19T10:55:00+00:00,2024-04-19T10:55:00+00:00,2024-04-19T10:55:00+00:00,None,None,None,None
2024-04-19DL5961None,2024-04-19,landed,5961,DL5961,DAL5961,Delta Air Lines,DL,DAL,Heathrow,Europe/London,LHR,EGLL,3,30,65,2024-04-19T16:20:00+00:00,2024-04-19T16:20:00+00:00,2024-04-19T17:24:00+00:00,2024-04-19T17:24:00+00:00,2024-04-19T17:24:00+00:00,San Francisco International,America/Los_Angeles,SFO,KSFO,I,A10,CL11,30,2024-04-19T19:20:00+00:00,2024-04-19T19:20:00+00:00,2024-04-19T19:49:00+00:00,2024-04-19T19:49:00+00:00,2024-04-19T19:49:00+00:00,None,None,None,None
2024-04-19DL2987None,2024-04-19,landed,2987,DL2987,DAL2987,Delta Air Lines,DL,DAL,Fort Lauderdale–Hollywood International,America/New_York,FLL,KFLL,2,D7,7,2024-04-19T20:34:00+00:00,2024-04-19T20:34:00+00:00,2024-04-19T20:41:00+00:00,2024-04-19T20:41:00+00:00,2024-04-19T20:41:00+00:00,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,EM,A46,6,,2024-04-19T23:34:00+00:00,2024-04-19T23:34:00+00:00,2024-04-19T23:09:00+00:00,2024-04-19T23:09:00+00:00,2024-04-19T23:09:00+00:00,None,None,None,None
2024-04-19DL8355None,2024-04-19,landed,8355,DL8355,DAL8355,Delta Air Lines,DL,DAL,Blagnac,Europe/Paris,TLS,LFBO,,51,21,2024-04-19T10:45:00+00:00,2024-04-19T10:45:00+00:00,2024-04-19T11:05:00+00:00,2024-04-19T11:05:00+00:00,2024-04-19T11:05:00+00:00,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,,24,,2024-04-19T12:15:00+00:00,2024-04-19T12:15:00+00:00,2024-04-19T12:15:00+00:00,2024-04-19T12:15:00+00:00,2024-04-19T12:15:00+00:00,None,None,None,None
2024-04-19DL8518None,2024-04-19,scheduled,8518,DL8518,DAL8518,Delta Air Lines,DL,DAL,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,F34,97,2024-04-19T16:15:00+00:00,2024-04-19T16:15:00+00:00,2024-04-19T17:51:00+00:00,2024-04-19T17:51:00+00:00,2024-04-19T17:51:00+00:00,Blagnac,Europe/Paris,TLS,LFBO,N,04,6,72,2024-04-19T17:35:00+00:00,2024-04-19T17:35:00+00:00,2024-04-19T11:01:00+00:00,2024-04-19T11:01:00+00:00,2024-04-19T11:01:00+00:00,None,None,None,None
2024-04-19DL9476None,2024-04-19,landed,9476,DL9476,DAL9476,Delta Air Lines,DL,DAL,Schiphol,Europe/Amsterdam,AMS,EHAM,1,B23,24,2024-04-19T09:05:00+00:00,2024-04-19T09:05:00+00:00,2024-04-19T09:29:00+00:00,2024-04-19T09:29:00+00:00,2024-04-19T09:29:00+00:00,Blagnac,Europe/Paris,TLS,LFBO,N,02,3,3,2024-04-19T10:55:00+00:00,2024-04-19T10:55:00+00:00,2024-04-19T10:54:00+00:00,2024-04-19T10:54:00+00:00,2024-04-19T10:54:00+00:00,None,None,None,None
2024-04-19DL6697None,2024-04-19,landed,6697,DL6697,DAL6697,Delta Air Lines,DL,DAL,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,1,,51,2024-04-19T09:30:00+00:00,2024-04-19T09:30:00+00:00,2024-04-19T10:20:00+00:00,2024-04-19T10:20:00+00:00,2024-04-19T10:20:00+00:00,Palese,Europe/Rome,BRI,LIBD,1,,3,35,2024-04-19T10:35:00+00:00,2024-04-19T10:35:00+00:00,2024-04-19T11:10:00+00:00,2024-04-19T11:10:00+00:00,2024-04-19T11:10:00+00:00,None,None,None,None
2024-04-19DL6409None,2024-04-19,active,6409,DL6409,DAL6409,Delta Air Lines,DL,DAL,Kunming,Asia/Shanghai,KMG,ZPPP,,34,70,2024-04-19T16:30:00+00:00,2024-04-19T16:30:00+00:00,2024-04-19T17:40:00+00:00,2024-04-19T17:40:00+00:00,2024-04-19T17:40:00+00:00,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,4,149,2024-04-19T19:35:00+00:00,2024-04-19T19:35:00+00:00,,,,None,None,None,None
2024-04-19DL6043None,2024-04-19,landed,6043,DL6043,DAL6043,Delta Air Lines,DL,DAL,Miami International Airport,America/New_York,MIA,KMIA,S,J15,27,2024-04-19T00:05:00+00:00,2024-04-19T00:05:00+00:00,2024-04-19T00:32:00+00:00,2024-04-19T00:32:00+00:00,2024-04-19T00:32:00+00:00,Jorge Chavez International,America/Lima,LIM,SPJC,S,,1,2,2024-04-19T04:45:00+00:00,2024-04-19T04:45:00+00:00,2024-04-19T04:39:00+00:00,2024-04-19T04:39:00+00:00,2024-04-19T04:39:00+00:00,None,None,None,None
2024-04-19DL6328None,2024-04-19,landed,6328,DL6328,DAL6328,Delta Air Lines,DL,DAL,Miami International Airport,America/New_York,MIA,KMIA,S,J11,16,2024-04-19T01:40:00+00:00,2024-04-19T01:40:00+00:00,2024-04-19T01:56:00+00:00,2024-04-19T01:56:00+00:00,2024-04-19T01:56:00+00:00,Jorge Chavez International,America/Lima,LIM,SPJC,S,,4,,2024-04-19T06:20:00+00:00,2024-04-19T06:20:00+00:00,2024-04-19T06:01:00+00:00,2024-04-19T06:01:00+00:00,2024-04-19T06:01:00+00:00,None,None,None,None
2024-04-19DL9522None,2024-04-19,scheduled,9522,DL9522,DAL9522,Delta Air Lines,DL,DAL,Bristol,Europe/London,BRS,EGGD,,12,74,2024-04-19T09:20:00+00:00,2024-04-19T09:20:00+00:00,2024-04-19T10:33:00+00:00,2024-04-19T10:33:00+00:00,2024-04-19T10:33:00+00:00,Schiphol,Europe/Amsterdam,AMS,EHAM,2,A08,010,55,2024-04-19T11:35:00+00:00,2024-04-19T11:35:00+00:00,,,,None,None,None,None
2024-04-19DL141B763,2024-04-19,landed,141,DL141,DAL141,Delta Air Lines,DL,DAL,Brussels Airport,Europe/Brussels,BRU,EBBR,,B5,39,2024-04-19T10:40:00+00:00,2024-04-19T10:40:00+00:00,2024-04-19T11:18:00+00:00,2024-04-19T11:18:00+00:00,2024-04-19T11:18:00+00:00,John F Kennedy International,America/New_York,JFK,KJFK,4,B34,T4,,2024-04-19T13:10:00+00:00,2024-04-19T13:10:00+00:00,2024-04-19T12:50:00+00:00,2024-04-19T12:50:00+00:00,2024-04-19T12:50:00+00:00,N174DZ,B763,B763,A1286C
2024-04-19DL7915None,2024-04-19,landed,7915,DL7915,DAL7915,Delta Air Lines,DL,DAL,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,243,32,2024-04-19T21:15:00+00:00,2024-04-19T21:15:00+00:00,2024-04-19T21:47:00+00:00,2024-04-19T21:47:00+00:00,2024-04-19T21:47:00+00:00,Hong Kong International,Asia/Hong_Kong,HKG,VHHH,1,,14,1,2024-04-20T00:05:00+00:00,2024-04-20T00:05:00+00:00,2024-04-20T00:05:00+00:00,2024-04-20T00:05:00+00:00,2024-04-20T00:05:00+00:00,None,None,None,None
2024-04-19DL2683None,2024-04-19,landed,2683,DL2683,DAL2683,Delta Air Lines,DL,DAL,Raleigh-durham International Airport,America/New_York,RDU,KRDU,2,C1,14,2024-04-19T20:16:00+00:00,2024-04-19T20:16:00+00:00,2024-04-19T20:30:00+00:00,2024-04-19T20:30:00+00:00,2024-04-19T20:30:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,A10,9,,2024-04-19T21:50:00+00:00,2024-04-19T21:50:00+00:00,2024-04-19T21:28:00+00:00,2024-04-19T21:28:00+00:00,2024-04-19T21:28:00+00:00,None,None,None,None
2024-04-19DL2661BCS1,2024-04-19,landed,2661,DL2661,DAL2661,Delta Air Lines,DL,DAL,Raleigh-durham International Airport,America/New_York,RDU,KRDU,2,D5,10,2024-04-19T20:17:00+00:00,2024-04-19T20:17:00+00:00,2024-04-19T20:27:00+00:00,2024-04-19T20:27:00+00:00,2024-04-19T20:27:00+00:00,Logan International,America/New_York,BOS,KBOS,A,A6,3,,2024-04-19T22:22:00+00:00,2024-04-19T22:22:00+00:00,2024-04-19T21:57:00+00:00,2024-04-19T21:57:00+00:00,2024-04-19T21:57:00+00:00,N108DQ,BCS1,BCS1,A022C6
2024-04-19DL8267None,2024-04-19,landed,8267,DL8267,DAL8267,Delta Air Lines,DL,DAL,Euroairport Swiss,Europe/Zurich,BSL,LFSB,,02,13,2024-04-19T10:55:00+00:00,2024-04-19T10:55:00+00:00,2024-04-19T11:07:00+00:00,2024-04-19T11:07:00+00:00,2024-04-19T11:07:00+00:00,Charles De Gaulle,Europe/Paris,CDG,LFPG,2G,,1G,,2024-04-19T12:10:00+00:00,2024-04-19T12:10:00+00:00,2024-04-19T12:00:00+00:00,2024-04-19T12:00:00+00:00,2024-04-19T12:00:00+00:00,None,None,None,None
2024-04-19DL9589None,2024-04-19,landed,9589,DL9589,DAL9589,Delta Air Lines,DL,DAL,Bremen,Europe/Berlin,BRE,EDDW,1,A04,23,2024-04-19T10:10:00+00:00,2024-04-19T10:10:00+00:00,2024-04-19T10:32:00+00:00,2024-04-19T10:32:00+00:00,2024-04-19T10:32:00+00:00,Schiphol,Europe/Amsterdam,AMS,EHAM,2,B32,012,6,2024-04-19T11:05:00+00:00,2024-04-19T11:05:00+00:00,2024-04-19T11:11:00+00:00,2024-04-19T11:11:00+00:00,2024-04-19T11:11:00+00:00,None,None,None,None
2024-04-19DL45B763,2024-04-19,landed,45,DL45,DAL45,Delta Air Lines,DL,DAL,Dublin International,Europe/Dublin,DUB,EIDW,2,404,3,2024-04-19T10:00:00+00:00,2024-04-19T10:00:00+00:00,2024-04-19T10:02:00+00:00,2024-04-19T10:02:00+00:00,2024-04-19T10:02:00+00:00,John F Kennedy International,America/New_York,JFK,KJFK,4,B33,T4,,2024-04-19T12:40:00+00:00,2024-04-19T12:40:00+00:00,2024-04-19T11:32:00+00:00,2024-04-19T11:32:00+00:00,2024-04-19T11:32:00+00:00,N1200K,B763,B763,A05614
2024-04-19DL8266None,2024-04-19,landed,8266,DL8266,DAL8266,Delta Air Lines,DL,DAL,Charles De Gaulle,Europe/Paris,CDG,LFPG,2G,G27,29,2024-04-19T09:10:00+00:00,2024-04-19T09:10:00+00:00,2024-04-19T09:38:00+00:00,2024-04-19T09:38:00+00:00,2024-04-19T09:38:00+00:00,Euroairport Swiss,Europe/Zurich,BSL,LFSB,N,,4,4,2024-04-19T10:15:00+00:00,2024-04-19T10:15:00+00:00,2024-04-19T10:19:00+00:00,2024-04-19T10:19:00+00:00,2024-04-19T10:19:00+00:00,None,None,None,None
2024-04-19DL9502None,2024-04-19,landed,9502,DL9502,DAL9502,Delta Air Lines,DL,DAL,Edinburgh,Europe/London,EDI,EGPH,,11,27,2024-04-19T09:10:00+00:00,2024-04-19T09:10:00+00:00,2024-04-19T09:37:00+00:00,2024-04-19T09:37:00+00:00,2024-04-19T09:37:00+00:00,Schiphol,Europe/Amsterdam,AMS,EHAM,2,D41,012,7,2024-04-19T11:35:00+00:00,2024-04-19T11:35:00+00:00,2024-04-19T11:33:00+00:00,2024-04-19T11:33:00+00:00,2024-04-19T11:33:00+00:00,None,None,None,None
2024-04-19DL2367None,2024-04-19,landed,2367,DL2367,DAL2367,Delta Air Lines,DL,DAL,Louis Armstrong New Orléans International Airport,America/Chicago,MSY,KMSY,,C2,17,2024-04-19T19:19:00+00:00,2024-04-19T19:19:00+00:00,2024-04-19T19:35:00+00:00,2024-04-19T19:35:00+00:00,2024-04-19T19:35:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,C43,2,,2024-04-19T21:50:00+00:00,2024-04-19T21:50:00+00:00,2024-04-19T21:38:00+00:00,2024-04-19T21:38:00+00:00,2024-04-19T21:38:00+00:00,None,None,None,None
2024-04-19DL6105None,2024-04-19,landed,6105,DL6105,DAL6105,Delta Air Lines,DL,DAL,Velazco Astete,America/Lima,CUZ,SPZO,1,5,10,2024-04-19T19:55:00+00:00,2024-04-19T19:55:00+00:00,2024-04-19T20:04:00+00:00,2024-04-19T20:04:00+00:00,2024-04-19T20:04:00+00:00,Jorge Chavez International,America/Lima,LIM,SPJC,2,,3,,2024-04-19T21:25:00+00:00,2024-04-19T21:25:00+00:00,2024-04-19T21:11:00+00:00,2024-04-19T21:11:00+00:00,2024-04-19T21:11:00+00:00,None,None,None,None
2024-04-19DL6118None,2024-04-19,landed,6118,DL6118,DAL6118,Delta Air Lines,DL,DAL,Velazco Astete,America/Lima,CUZ,SPZO,1,1,21,2024-04-19T19:35:00+00:00,2024-04-19T19:35:00+00:00,2024-04-19T19:55:00+00:00,2024-04-19T19:55:00+00:00,2024-04-19T19:55:00+00:00,Jorge Chavez International,America/Lima,LIM,SPJC,2,,2,,2024-04-19T21:05:00+00:00,2024-04-19T21:05:00+00:00,2024-04-19T20:56:00+00:00,2024-04-19T20:56:00+00:00,2024-04-19T20:56:00+00:00,None,None,None,None
2024-04-19DL9172None,2024-04-19,scheduled,9172,DL9172,DAL9172,Delta Air Lines,DL,DAL,Aalborg,Europe/Copenhagen,AAL,EKYT,,4,88,2024-04-19T10:20:00+00:00,2024-04-19T10:20:00+00:00,2024-04-19T11:48:00+00:00,2024-04-19T11:48:00+00:00,2024-04-19T11:48:00+00:00,Schiphol,Europe/Amsterdam,AMS,EHAM,2,A04,013,77,2024-04-19T11:40:00+00:00,2024-04-19T11:40:00+00:00,,,,None,None,None,None
2024-04-19DL6900None,2024-04-19,landed,6900,DL6900,DAL6900,Delta Air Lines,DL,DAL,Palm Springs Metropolitan Area,America/Los_Angeles,PSP,KPSP,,8,7,2024-04-19T17:50:00+00:00,2024-04-19T17:50:00+00:00,2024-04-19T17:56:00+00:00,2024-04-19T17:56:00+00:00,2024-04-19T17:56:00+00:00,Calgary International Airport,America/Edmonton,YYC,CYYC,1,D76,,,2024-04-19T22:00:00+00:00,2024-04-19T22:00:00+00:00,2024-04-19T21:46:00+00:00,2024-04-19T21:46:00+00:00,2024-04-19T21:46:00+00:00,None,None,None,None
2024-04-19DL3737None,2024-04-19,scheduled,3737,DL3737,DAL3737,Delta Air Lines,DL,DAL,Palm Springs Metropolitan Area,America/Los_Angeles,PSP,KPSP,,6,11,2024-04-19T17:14:00+00:00,2024-04-19T17:14:00+00:00,,,,Salt Lake City International,America/Denver,SLC,KSLC,A,B6,,,2024-04-19T20:00:00+00:00,2024-04-19T20:00:00+00:00,,,,None,None,None,None
2024-04-19DL2699None,2024-04-19,landed,2699,DL2699,DAL2699,Delta Air Lines,DL,DAL,Dane County Regional,America/Chicago,MSN,KMSN,,7,6,2024-04-19T06:30:00+00:00,2024-04-19T06:30:00+00:00,2024-04-19T06:35:00+00:00,2024-04-19T06:35:00+00:00,2024-04-19T06:35:00+00:00,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,F16,6,,2024-04-19T07:43:00+00:00,2024-04-19T07:43:00+00:00,2024-04-19T07:21:00+00:00,2024-04-19T07:21:00+00:00,2024-04-19T07:21:00+00:00,None,None,None,None
2024-04-19DL1689None,2024-04-19,landed,1689,DL1689,DAL1689,Delta Air Lines,DL,DAL,Nashville International,America/Chicago,BNA,KBNA,,B10,10,2024-04-19T19:40:00+00:00,2024-04-19T19:40:00+00:00,2024-04-19T19:49:00+00:00,2024-04-19T19:49:00+00:00,2024-04-19T19:49:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,B31,4,,2024-04-19T21:50:00+00:00,2024-04-19T21:50:00+00:00,2024-04-19T21:27:00+00:00,2024-04-19T21:27:00+00:00,2024-04-19T21:27:00+00:00,None,None,None,None
2024-04-19DL4949None,2024-04-19,landed,4949,DL4949,DAL4949,Delta Air Lines,DL,DAL,Nashville International,America/Chicago,BNA,KBNA,,B3,10,2024-04-19T19:38:00+00:00,2024-04-19T19:38:00+00:00,2024-04-19T19:48:00+00:00,2024-04-19T19:48:00+00:00,2024-04-19T19:48:00+00:00,La Guardia,America/New_York,LGA,KLGA,C,70,5,,2024-04-19T22:59:00+00:00,2024-04-19T22:59:00+00:00,2024-04-19T22:30:00+00:00,2024-04-19T22:30:00+00:00,2024-04-19T22:30:00+00:00,None,None,None,None
2024-04-19DL8045None,2024-04-19,landed,8045,DL8045,DAL8045,Delta Air Lines,DL,DAL,Cancún International,America/Cancun,CUN,MMUN,4,55,40,2024-04-19T15:31:00+00:00,2024-04-19T15:31:00+00:00,2024-04-19T16:10:00+00:00,2024-04-19T16:10:00+00:00,2024-04-19T16:10:00+00:00,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,71,,,2024-04-19T17:15:00+00:00,2024-04-19T17:15:00+00:00,2024-04-19T17:07:00+00:00,2024-04-19T17:07:00+00:00,2024-04-19T17:07:00+00:00,None,None,None,None
2024-04-19DL9123None,2024-04-19,landed,9123,DL9123,DAL9123,Delta Air Lines,DL,DAL,San Francisco International,America/Los_Angeles,SFO,KSFO,I,A15,10,2024-04-19T12:55:00+00:00,2024-04-19T12:55:00+00:00,2024-04-19T13:04:00+00:00,2024-04-19T13:04:00+00:00,2024-04-19T13:04:00+00:00,Don Miguel Hidalgo y Costilla International,America/Mexico_City,GDL,MMGL,1,,,,2024-04-19T18:10:00+00:00,2024-04-19T18:10:00+00:00,2024-04-19T17:25:00+00:00,2024-04-19T17:25:00+00:00,2024-04-19T17:25:00+00:00,None,None,None,None
2024-04-19DL9974None,2024-04-19,cancelled,9974,DL9974,DAL9974,Delta Air Lines,DL,DAL,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,,E10,,2024-04-19T14:15:00+00:00,2024-04-19T14:15:00+00:00,,,,John F Kennedy International,America/New_York,JFK,KJFK,4,B22,T4,,2024-04-19T16:38:00+00:00,2024-04-19T16:38:00+00:00,,,,None,None,None,None
2024-04-19DL6047None,2024-04-19,active,6047,DL6047,DAL6047,Delta Air Lines,DL,DAL,Rodriguez Ballon,America/Lima,AQP,SPQU,1,,65,2024-04-19T19:20:00+00:00,2024-04-19T19:20:00+00:00,,,,Jorge Chavez International,America/Lima,LIM,SPJC,,,1,,2024-04-19T20:55:00+00:00,2024-04-19T20:55:00+00:00,,,,None,None,None,None
2024-04-19DL7282None,2024-04-19,scheduled,7282,DL7282,DAL7282,Delta Air Lines,DL,DAL,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,A6A,76,2024-04-19T13:50:00+00:00,2024-04-19T13:50:00+00:00,2024-04-19T15:06:00+00:00,2024-04-19T15:06:00+00:00,2024-04-19T15:06:00+00:00,Calgary International Airport,America/Edmonton,YYC,CYYC,MA,D72,,55,2024-04-19T16:38:00+00:00,2024-04-19T16:38:00+00:00,,,,None,None,None,None
2024-04-19DL7149None,2024-04-19,landed,7149,DL7149,DAL7149,Delta Air Lines,DL,DAL,Nashville International,America/Chicago,BNA,KBNA,,T5,7,2024-04-19T16:50:00+00:00,2024-04-19T16:50:00+00:00,2024-04-19T16:56:00+00:00,2024-04-19T16:56:00+00:00,2024-04-19T16:56:00+00:00,Calgary International Airport,America/Edmonton,YYC,CYYC,MA,D83,,,2024-04-19T20:10:00+00:00,2024-04-19T20:10:00+00:00,2024-04-19T19:52:00+00:00,2024-04-19T19:52:00+00:00,2024-04-19T19:52:00+00:00,None,None,None,None
2024-04-19DL517None,2024-04-19,landed,517,DL517,DAL517,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A27,3,2024-04-19T18:20:00+00:00,2024-04-19T18:20:00+00:00,2024-04-19T18:22:00+00:00,2024-04-19T18:22:00+00:00,2024-04-19T18:22:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,T7,1,,2024-04-19T23:57:00+00:00,2024-04-19T23:57:00+00:00,2024-04-19T23:20:00+00:00,2024-04-19T23:20:00+00:00,2024-04-19T23:20:00+00:00,None,None,None,None
2024-04-19DL712None,2024-04-19,landed,712,DL712,DAL712,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A31,7,2024-04-19T18:55:00+00:00,2024-04-19T18:55:00+00:00,2024-04-19T19:02:00+00:00,2024-04-19T19:02:00+00:00,2024-04-19T19:02:00+00:00,Nashville International,America/Chicago,BNA,KBNA,A,B13,,,2024-04-19T23:11:00+00:00,2024-04-19T23:11:00+00:00,2024-04-19T22:42:00+00:00,2024-04-19T22:42:00+00:00,2024-04-19T22:42:00+00:00,None,None,None,None
