id,flight_date,flight_status,flight_number,flight_iata,flight_icao,airline_name,airline_iata,airline_icao,depart_airport,depart_timezone,depart_iata,depart_icao,depart_terminal,depart_gate,depart_delay,depart_scheduled,depart_estimated,depart_actual,depart_estimated_runway,depart_actual_runway,arrival_airport,arrival_timezone,arrival_iata,arrival_icao,arrival_terminal,arrival_gate,arrival_baggage,arrival_delay,arrival_scheduled,arrival_estimated,arrival_actual,arrival_estimated_runway,arrival_actual_runway,aircraft_registration,aircraft_iata,aircraft_icao,aircraft_icao24
2024-04-17DL5706None,2024-04-17,landed,5706,DL5706,DAL5706,Delta Air Lines,DL,DAL,Ronald Reagan Washington National Airport,America/New_York,DCA,KDCA,2,B20,2,2024-04-17T21:40:00+00:00,2024-04-17T21:40:00+00:00,2024-04-17T21:41:00+00:00,2024-04-17T21:41:00+00:00,2024-04-17T21:41:00+00:00,Blue Grass,America/New_York,LEX,KLEX,,B8,1,,2024-04-17T23:12:00+00:00,2024-04-17T23:12:00+00:00,2024-04-17T22:49:00+00:00,2024-04-17T22:49:00+00:00,2024-04-17T22:49:00+00:00,None,None,None,None
2024-04-17DL5428None,2024-04-17,landed,5428,DL5428,DAL5428,Delta Air Lines,DL,DAL,Ronald Reagan Washington National Airport,America/New_York,DCA,KDCA,2,B18,58,2024-04-17T22:00:00+00:00,2024-04-17T22:00:00+00:00,2024-04-17T22:57:00+00:00,2024-04-17T22:57:00+00:00,2024-04-17T22:57:00+00:00,Raleigh-durham International Airport,America/New_York,RDU,KRDU,2,C14,,24,2024-04-17T23:16:00+00:00,2024-04-17T23:16:00+00:00,2024-04-17T23:39:00+00:00,2024-04-17T23:39:00+00:00,2024-04-17T23:39:00+00:00,None,None,None,None
2024-04-17DL5710None,2024-04-17,landed,5710,DL5710,DAL5710,Delta Air Lines,DL,DAL,Ronald Reagan Washington National Airport,America/New_York,DCA,KDCA,2,B22,3,2024-04-17T22:00:00+00:00,2024-04-17T22:00:00+00:00,2024-04-17T22:02:00+00:00,2024-04-17T22:02:00+00:00,2024-04-17T22:02:00+00:00,Logan International,America/New_York,BOS,KBOS,A,A4,1,,2024-04-17T23:39:00+00:00,2024-04-17T23:39:00+00:00,2024-04-17T23:10:00+00:00,2024-04-17T23:10:00+00:00,2024-04-17T23:10:00+00:00,None,None,None,None
2024-04-17DL5779None,2024-04-17,landed,5779,DL5779,DAL5779,Delta Air Lines,DL,DAL,Ronald Reagan Washington National Airport,America/New_York,DCA,KDCA,2,B19,1,2024-04-17T22:00:00+00:00,2024-04-17T22:00:00+00:00,2024-04-17T22:00:00+00:00,2024-04-17T22:00:00+00:00,2024-04-17T22:00:00+00:00,La Guardia,America/New_York,LGA,KLGA,C,92,1,,2024-04-17T23:19:00+00:00,2024-04-17T23:19:00+00:00,2024-04-17T22:37:00+00:00,2024-04-17T22:37:00+00:00,2024-04-17T22:37:00+00:00,None,None,None,None
2024-04-17DL4052None,2024-04-17,landed,4052,DL4052,DAL4052,Delta Air Lines,DL,DAL,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,A12,15,2024-04-17T19:55:00+00:00,2024-04-17T19:55:00+00:00,2024-04-17T20:10:00+00:00,2024-04-17T20:10:00+00:00,2024-04-17T20:10:00+00:00,Nez Perce County Rgnl,America/Los_Angeles,LWS,KLWS,,01,,,2024-04-17T21:09:00+00:00,2024-04-17T21:09:00+00:00,2024-04-17T20:52:00+00:00,2024-04-17T20:52:00+00:00,2024-04-17T20:52:00+00:00,None,None,None,None
2024-04-17DL9438None,2024-04-17,landed,9438,DL9438,DAL9438,Delta Air Lines,DL,DAL,Belgrade Nikola Tesla,Europe/Belgrade,BEG,LYBE,2,A04,59,2024-04-17T16:15:00+00:00,2024-04-17T16:15:00+00:00,2024-04-17T17:13:00+00:00,2024-04-17T17:13:00+00:00,2024-04-17T17:13:00+00:00,Schiphol,Europe/Amsterdam,AMS,EHAM,2,A08,012,21,2024-04-17T18:50:00+00:00,2024-04-17T18:50:00+00:00,2024-04-17T19:10:00+00:00,2024-04-17T19:10:00+00:00,2024-04-17T19:10:00+00:00,None,None,None,None
2024-04-17DL7368None,2024-04-17,landed,7368,DL7368,DAL7368,Delta Air Lines,DL,DAL,El Nuevo Dorado International,America/Bogota,BOG,SKBO,1,C7B,12,2024-04-17T19:35:00+00:00,2024-04-17T19:35:00+00:00,2024-04-17T19:46:00+00:00,2024-04-17T19:46:00+00:00,2024-04-17T19:46:00+00:00,Camilo Dazo,America/Bogota,CUC,SKCC,1,,,,2024-04-17T20:50:00+00:00,2024-04-17T20:50:00+00:00,2024-04-17T20:31:00+00:00,2024-04-17T20:31:00+00:00,2024-04-17T20:31:00+00:00,None,None,None,None
2024-04-17DL8612None,2024-04-17,landed,8612,DL8612,DAL8612,Delta Air Lines,DL,DAL,Pierre Elliott Trudeau International,America/Montreal,YUL,CYUL,,A55,35,2024-04-17T19:00:00+00:00,2024-04-17T19:00:00+00:00,2024-04-17T19:34:00+00:00,2024-04-17T19:34:00+00:00,2024-04-17T19:34:00+00:00,Charles De Gaulle,Europe/Paris,CDG,LFPG,2E,,40,,2024-04-18T08:00:00+00:00,2024-04-18T08:00:00+00:00,2024-04-18T07:56:00+00:00,2024-04-18T07:56:00+00:00,2024-04-18T07:56:00+00:00,None,None,None,None
2024-04-17DL2715None,2024-04-17,landed,2715,DL2715,DAL2715,Delta Air Lines,DL,DAL,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,EM,A74,20,2024-04-17T21:50:00+00:00,2024-04-17T21:50:00+00:00,2024-04-17T22:09:00+00:00,2024-04-17T22:09:00+00:00,2024-04-17T22:09:00+00:00,Baltimore/Washington International Thurgood Marshall,America/New_York,BWI,KBWI,A,D5,14,13,2024-04-17T23:20:00+00:00,2024-04-17T23:20:00+00:00,2024-04-17T23:33:00+00:00,2024-04-17T23:33:00+00:00,2024-04-17T23:33:00+00:00,None,None,None,None
2024-04-17DL1652None,2024-04-17,landed,1652,DL1652,DAL1652,Delta Air Lines,DL,DAL,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,EM,A5,16,2024-04-17T21:54:00+00:00,2024-04-17T21:54:00+00:00,2024-04-17T22:10:00+00:00,2024-04-17T22:10:00+00:00,2024-04-17T22:10:00+00:00,International Jetport,America/New_York,PWM,KPWM,C,7,,2,2024-04-17T23:44:00+00:00,2024-04-17T23:44:00+00:00,2024-04-17T23:38:00+00:00,2024-04-17T23:38:00+00:00,2024-04-17T23:38:00+00:00,None,None,None,None
2024-04-17DL2105None,2024-04-17,landed,2105,DL2105,DAL2105,Delta Air Lines,DL,DAL,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,EM,A6,20,2024-04-17T21:54:00+00:00,2024-04-17T21:54:00+00:00,2024-04-17T22:14:00+00:00,2024-04-17T22:14:00+00:00,2024-04-17T22:14:00+00:00,Gerald R. Ford International,America/Detroit,GRR,KGRR,S,A12,,,2024-04-17T22:46:00+00:00,2024-04-17T22:46:00+00:00,2024-04-17T22:41:00+00:00,2024-04-17T22:41:00+00:00,2024-04-17T22:41:00+00:00,None,None,None,None
2024-04-17DL2603A321,2024-04-17,landed,2603,DL2603,DAL2603,Delta Air Lines,DL,DAL,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,EM,A21,30,2024-04-17T21:55:00+00:00,2024-04-17T21:55:00+00:00,2024-04-17T22:25:00+00:00,2024-04-17T22:25:00+00:00,2024-04-17T22:25:00+00:00,La Guardia,America/New_York,LGA,KLGA,C,72,2,15,2024-04-17T23:41:00+00:00,2024-04-17T23:41:00+00:00,2024-04-17T23:55:00+00:00,2024-04-17T23:55:00+00:00,2024-04-17T23:55:00+00:00,N363DN,A321,A321,A417C9
2024-04-17DL2702None,2024-04-17,landed,2702,DL2702,DAL2702,Delta Air Lines,DL,DAL,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,EM,A15,68,2024-04-17T21:55:00+00:00,2024-04-17T21:55:00+00:00,2024-04-17T23:02:00+00:00,2024-04-17T23:02:00+00:00,2024-04-17T23:02:00+00:00,Pittsburgh International,America/New_York,PIT,KPIT,N,D80,M,44,2024-04-17T22:56:00+00:00,2024-04-17T22:56:00+00:00,2024-04-17T23:40:00+00:00,2024-04-17T23:40:00+00:00,2024-04-17T23:40:00+00:00,None,None,None,None
2024-04-17DL8843None,2024-04-17,scheduled,8843,DL8843,DAL8843,Delta Air Lines,DL,DAL,Westchester County Apt,America/New_York,HPN,KHPN,,,98,2024-04-17T21:20:00+00:00,2024-04-17T21:20:00+00:00,2024-04-17T22:57:00+00:00,2024-04-17T22:57:00+00:00,2024-04-17T22:57:00+00:00,Logan International,America/New_York,BOS,KBOS,A,A14,3,74,2024-04-17T22:19:00+00:00,2024-04-17T22:19:00+00:00,,,,None,None,None,None
2024-04-17DL5077None,2024-04-17,landed,5077,DL5077,DAL5077,Delta Air Lines,DL,DAL,"Charleston, AFB Municipal",America/New_York,CHS,KCHS,,A3,13,2024-04-17T18:50:00+00:00,2024-04-17T18:50:00+00:00,2024-04-17T19:02:00+00:00,2024-04-17T19:02:00+00:00,2024-04-17T19:02:00+00:00,La Guardia,America/New_York,LGA,KLGA,C,66,5,,2024-04-17T21:01:00+00:00,2024-04-17T21:01:00+00:00,2024-04-17T20:28:00+00:00,2024-04-17T20:28:00+00:00,2024-04-17T20:28:00+00:00,None,None,None,None
2024-04-17DL9064None,2024-04-17,landed,9064,DL9064,DAL9064,Delta Air Lines,DL,DAL,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,A,46,2024-04-17T18:25:00+00:00,2024-04-17T18:25:00+00:00,2024-04-17T19:10:00+00:00,2024-04-17T19:10:00+00:00,2024-04-17T19:10:00+00:00,Ingeniero Fernando Espinoza Gutiérrez International,America/Mexico_City,QRO,MMQT,A,,,5,2024-04-17T19:39:00+00:00,2024-04-17T19:39:00+00:00,2024-04-17T19:44:00+00:00,2024-04-17T19:44:00+00:00,2024-04-17T19:44:00+00:00,None,None,None,None
2024-04-17DL6105None,2024-04-17,landed,6105,DL6105,DAL6105,Delta Air Lines,DL,DAL,Velazco Astete,America/Lima,CUZ,SPZO,1,5,22,2024-04-17T20:10:00+00:00,2024-04-17T20:10:00+00:00,2024-04-17T20:32:00+00:00,2024-04-17T20:32:00+00:00,2024-04-17T20:32:00+00:00,Jorge Chavez International,America/Lima,LIM,SPJC,2,,1,,2024-04-17T21:40:00+00:00,2024-04-17T21:40:00+00:00,2024-04-17T21:32:00+00:00,2024-04-17T21:32:00+00:00,2024-04-17T21:32:00+00:00,None,None,None,None
2024-04-17DL9091None,2024-04-17,active,9091,DL9091,DAL9091,Delta Air Lines,DL,DAL,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,64,125,2024-04-17T17:55:00+00:00,2024-04-17T17:55:00+00:00,,,,Las Bajadas,America/Mexico_City,VER,MMVR,C,,,,2024-04-17T19:15:00+00:00,2024-04-17T19:15:00+00:00,,,,None,None,None,None
2024-04-17DL9073None,2024-04-17,landed,9073,DL9073,DAL9073,Delta Air Lines,DL,DAL,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,D,32,2024-04-17T17:50:00+00:00,2024-04-17T17:50:00+00:00,2024-04-17T18:22:00+00:00,2024-04-17T18:22:00+00:00,2024-04-17T18:22:00+00:00,Llano San Juan,America/Mexico_City,TGZ,MMTG,1,,,,2024-04-17T19:43:00+00:00,2024-04-17T19:43:00+00:00,2024-04-17T19:30:00+00:00,2024-04-17T19:30:00+00:00,2024-04-17T19:30:00+00:00,None,None,None,None
2024-04-17DL671BCS3,2024-04-17,landed,671,DL671,DAL671,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A1,13,2024-04-17T20:55:00+00:00,2024-04-17T20:55:00+00:00,2024-04-17T21:07:00+00:00,2024-04-17T21:07:00+00:00,2024-04-17T21:07:00+00:00,San Antonio International,America/Chicago,SAT,KSAT,A,6,A1,,2024-04-18T00:35:00+00:00,2024-04-18T00:35:00+00:00,2024-04-18T00:21:00+00:00,2024-04-18T00:21:00+00:00,2024-04-18T00:21:00+00:00,N313DU,BCS3,BCS3,A35254
2024-04-17DL2202None,2024-04-17,landed,2202,DL2202,DAL2202,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A13,50,2024-04-17T20:50:00+00:00,2024-04-17T20:50:00+00:00,2024-04-17T21:40:00+00:00,2024-04-17T21:40:00+00:00,2024-04-17T21:40:00+00:00,George Bush Intercontinental,America/Chicago,IAH,KIAH,A,11,,18,2024-04-18T00:45:00+00:00,2024-04-18T00:45:00+00:00,2024-04-18T01:02:00+00:00,2024-04-18T01:02:00+00:00,2024-04-18T01:02:00+00:00,None,None,None,None
2024-04-17DL4082None,2024-04-17,landed,4082,DL4082,DAL4082,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,B6,12,2024-04-17T20:45:00+00:00,2024-04-17T20:45:00+00:00,2024-04-17T20:56:00+00:00,2024-04-17T20:56:00+00:00,2024-04-17T20:56:00+00:00,Will Rogers World Airport,America/Chicago,OKC,KOKC,B,28,,,2024-04-18T00:04:00+00:00,2024-04-18T00:04:00+00:00,2024-04-17T23:44:00+00:00,2024-04-17T23:44:00+00:00,2024-04-17T23:44:00+00:00,None,None,None,None
2024-04-17DL3864E75L,2024-04-17,landed,3864,DL3864,DAL3864,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A15,14,2024-04-17T20:45:00+00:00,2024-04-17T20:45:00+00:00,2024-04-17T20:58:00+00:00,2024-04-17T20:58:00+00:00,2024-04-17T20:58:00+00:00,Bob Hope,America/Los_Angeles,BUR,KBUR,A,7,,,2024-04-17T21:46:00+00:00,2024-04-17T21:46:00+00:00,2024-04-17T21:34:00+00:00,2024-04-17T21:34:00+00:00,2024-04-17T21:34:00+00:00,N243SY,E75L,E75L,A23CCB
2024-04-17DL169B763,2024-04-17,landed,169,DL169,DAL169,Delta Air Lines,DL,DAL,El Prat De Llobregat,Europe/Madrid,BCN,LEBL,1,D8,9,2024-04-17T13:45:00+00:00,2024-04-17T13:45:00+00:00,2024-04-17T13:54:00+00:00,2024-04-17T13:54:00+00:00,2024-04-17T13:54:00+00:00,John F Kennedy International,America/New_York,JFK,KJFK,4,B34,T4,,2024-04-17T16:55:00+00:00,2024-04-17T16:55:00+00:00,2024-04-17T15:50:00+00:00,2024-04-17T15:50:00+00:00,2024-04-17T15:50:00+00:00,N195DN,B763,B763,A17B16
2024-04-17DL1318None,2024-04-17,landed,1318,DL1318,DAL1318,Delta Air Lines,DL,DAL,Miami International Airport,America/New_York,MIA,KMIA,S,H3,13,2024-04-17T18:20:00+00:00,2024-04-17T18:20:00+00:00,2024-04-17T18:32:00+00:00,2024-04-17T18:32:00+00:00,2024-04-17T18:32:00+00:00,Raleigh-durham International Airport,America/New_York,RDU,KRDU,2,D12,,,2024-04-17T20:32:00+00:00,2024-04-17T20:32:00+00:00,2024-04-17T20:22:00+00:00,2024-04-17T20:22:00+00:00,2024-04-17T20:22:00+00:00,None,None,None,None
2024-04-17DL6791None,2024-04-17,landed,6791,DL6791,DAL6791,Delta Air Lines,DL,DAL,Honolulu International,Pacific/Honolulu,HNL,PHNL,1,A16,13,2024-04-17T13:15:00+00:00,2024-04-17T13:15:00+00:00,2024-04-17T13:27:00+00:00,2024-04-17T13:27:00+00:00,2024-04-17T13:27:00+00:00,Kona International Airport,Pacific/Honolulu,KOA,PHKO,2,9,,,2024-04-17T14:04:00+00:00,2024-04-17T14:04:00+00:00,2024-04-17T13:55:00+00:00,2024-04-17T13:55:00+00:00,2024-04-17T13:55:00+00:00,None,None,None,None
2024-04-17DL5152None,2024-04-17,landed,5152,DL5152,DAL5152,Delta Air Lines,DL,DAL,Nashville International,America/Chicago,BNA,KBNA,,B5,4,2024-04-17T17:35:00+00:00,2024-04-17T17:35:00+00:00,2024-04-17T17:39:00+00:00,2024-04-17T17:39:00+00:00,2024-04-17T17:39:00+00:00,Raleigh-durham International Airport,America/New_York,RDU,KRDU,2,D10,,,2024-04-17T20:16:00+00:00,2024-04-17T20:16:00+00:00,2024-04-17T19:43:00+00:00,2024-04-17T19:43:00+00:00,2024-04-17T19:43:00+00:00,None,None,None,None
2024-04-17DL6855None,2024-04-17,landed,6855,DL6855,DAL6855,Delta Air Lines,DL,DAL,Kahului,Pacific/Honolulu,OGG,PHOG,,21,6,2024-04-17T15:25:00+00:00,2024-04-17T15:25:00+00:00,2024-04-17T15:24:00+00:00,2024-04-17T15:24:00+00:00,2024-04-17T15:24:00+00:00,Honolulu International,Pacific/Honolulu,HNL,PHNL,1,A15,,,2024-04-17T16:13:00+00:00,2024-04-17T16:13:00+00:00,2024-04-17T15:51:00+00:00,2024-04-17T15:51:00+00:00,2024-04-17T15:51:00+00:00,None,None,None,None
2024-04-17DL3840None,2024-04-17,landed,3840,DL3840,DAL3840,Delta Air Lines,DL,DAL,Mineta San Jose International Airport,America/Los_Angeles,SJC,KSJC,A,12,5,2024-04-17T18:20:00+00:00,2024-04-17T18:20:00+00:00,2024-04-17T18:24:00+00:00,2024-04-17T18:24:00+00:00,2024-04-17T18:24:00+00:00,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,S,B14,6,,2024-04-17T20:43:00+00:00,2024-04-17T20:43:00+00:00,2024-04-17T20:10:00+00:00,2024-04-17T20:10:00+00:00,2024-04-17T20:10:00+00:00,None,None,None,None
2024-04-17DL6016None,2024-04-17,landed,6016,DL6016,DAL6016,Delta Air Lines,DL,DAL,Rodriguez Ballon,America/Lima,AQP,SPQU,1,3,16,2024-04-17T20:40:00+00:00,2024-04-17T20:40:00+00:00,2024-04-17T20:55:00+00:00,2024-04-17T20:55:00+00:00,2024-04-17T20:55:00+00:00,Jorge Chavez International,America/Lima,LIM,SPJC,S,,3,,2024-04-17T22:15:00+00:00,2024-04-17T22:15:00+00:00,2024-04-17T22:12:00+00:00,2024-04-17T22:12:00+00:00,2024-04-17T22:12:00+00:00,None,None,None,None
2024-04-17DL6007None,2024-04-17,active,6007,DL6007,DAL6007,Delta Air Lines,DL,DAL,Rodriguez Ballon,America/Lima,AQP,SPQU,1,3,16,2024-04-17T20:40:00+00:00,2024-04-17T20:40:00+00:00,2024-04-17T20:55:00+00:00,2024-04-17T20:55:00+00:00,2024-04-17T20:55:00+00:00,Jorge Chavez International,America/Lima,LIM,SPJC,,,,,2024-04-17T22:15:00+00:00,2024-04-17T22:15:00+00:00,,,,None,None,None,None
2024-04-17DL121None,2024-04-17,scheduled,121,DL121,DAL121,Delta Air Lines,DL,DAL,Vancouver International,America/Vancouver,YVR,CYVR,,,,2024-04-17T18:25:00+00:00,2024-04-17T18:25:00+00:00,,,,Lester B. Pearson International,America/Toronto,YYZ,CYYZ,1,,,,2024-04-18T02:05:00+00:00,2024-04-18T02:05:00+00:00,,,,None,None,None,None
2024-04-17DL105None,2024-04-17,unknown,105,DL105,DAL105,Delta Air Lines,DL,DAL,Vancouver International,America/Vancouver,YVR,CYVR,,,,2024-04-17T18:35:00+00:00,2024-04-17T18:35:00+00:00,,,,Calgary International Airport,America/Edmonton,YYC,CYYC,MA,,,,2024-04-17T21:01:00+00:00,2024-04-17T21:01:00+00:00,,,,None,None,None,None
2024-04-17DL2004A319,2024-04-17,landed,2004,DL2004,DAL2004,Delta Air Lines,DL,DAL,Denver International,America/Denver,DEN,KDEN,,A53,3,2024-04-17T19:45:00+00:00,2024-04-17T19:45:00+00:00,2024-04-17T19:48:00+00:00,2024-04-17T19:48:00+00:00,2024-04-17T19:48:00+00:00,Los Angeles International,America/Los_Angeles,LAX,KLAX,2,24,21,,2024-04-17T21:20:00+00:00,2024-04-17T21:20:00+00:00,2024-04-17T20:49:00+00:00,2024-04-17T20:49:00+00:00,2024-04-17T20:49:00+00:00,N338NB,A319,A319,A3B4B5
2024-04-17DL2956None,2024-04-17,landed,2956,DL2956,DAL2956,Delta Air Lines,DL,DAL,Denver International,America/Denver,DEN,KDEN,,A48,6,2024-04-17T19:50:00+00:00,2024-04-17T19:50:00+00:00,2024-04-17T19:56:00+00:00,2024-04-17T19:56:00+00:00,2024-04-17T19:56:00+00:00,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,S,A5,5,,2024-04-17T21:56:00+00:00,2024-04-17T21:56:00+00:00,2024-04-17T21:36:00+00:00,2024-04-17T21:36:00+00:00,2024-04-17T21:36:00+00:00,None,None,None,None
2024-04-17DL7381None,2024-04-17,landed,7381,DL7381,DAL7381,Delta Air Lines,DL,DAL,Palo Negro,America/Bogota,BGA,SKBG,1,3,19,2024-04-17T21:07:00+00:00,2024-04-17T21:07:00+00:00,2024-04-17T21:26:00+00:00,2024-04-17T21:26:00+00:00,2024-04-17T21:26:00+00:00,El Nuevo Dorado International,America/Bogota,BOG,SKBO,1,,07,3,2024-04-17T22:09:00+00:00,2024-04-17T22:09:00+00:00,2024-04-17T22:03:00+00:00,2024-04-17T22:03:00+00:00,2024-04-17T22:03:00+00:00,None,None,None,None
2024-04-17DL6188None,2024-04-17,landed,6188,DL6188,DAL6188,Delta Air Lines,DL,DAL,El Nuevo Dorado International,America/Bogota,BOG,SKBO,1,C3,15,2024-04-17T19:10:00+00:00,2024-04-17T19:10:00+00:00,2024-04-17T19:25:00+00:00,2024-04-17T19:25:00+00:00,2024-04-17T19:25:00+00:00,Palo Negro,America/Bogota,BGA,SKBG,1,,,,2024-04-17T20:12:00+00:00,2024-04-17T20:12:00+00:00,2024-04-17T19:59:00+00:00,2024-04-17T19:59:00+00:00,2024-04-17T19:59:00+00:00,None,None,None,None
2024-04-17DL7071None,2024-04-17,active,7071,DL7071,DAL7071,Delta Air Lines,DL,DAL,Fort St John,America/Dawson_Creek,YXJ,CYXJ,MA,1,21,2024-04-17T18:15:00+00:00,2024-04-17T18:15:00+00:00,2024-04-17T18:35:00+00:00,2024-04-17T18:35:00+00:00,2024-04-17T18:35:00+00:00,Calgary International Airport,America/Edmonton,YYC,CYYC,,C58,,1,2024-04-17T20:45:00+00:00,2024-04-17T20:45:00+00:00,,,,None,None,None,None
2024-04-17DL4308None,2024-04-17,landed,4308,DL4308,DAL4308,Delta Air Lines,DL,DAL,St. George Municipal,America/Denver,SGU,KSGU,,,18,2024-04-17T19:16:00+00:00,2024-04-17T19:16:00+00:00,2024-04-17T19:33:00+00:00,2024-04-17T19:33:00+00:00,2024-04-17T19:33:00+00:00,Salt Lake City International,America/Denver,SLC,KSLC,3,B4,,,2024-04-17T20:30:00+00:00,2024-04-17T20:30:00+00:00,2024-04-17T20:18:00+00:00,2024-04-17T20:18:00+00:00,2024-04-17T20:18:00+00:00,None,None,None,None
2024-04-17DL2350None,2024-04-17,landed,2350,DL2350,DAL2350,Delta Air Lines,DL,DAL,Los Angeles International,America/Los_Angeles,LAX,KLAX,2,24,2,2024-04-17T20:35:00+00:00,2024-04-17T20:35:00+00:00,2024-04-17T20:36:00+00:00,2024-04-17T20:36:00+00:00,2024-04-17T20:36:00+00:00,Denver International,America/Denver,DEN,KDEN,A,A52,10,,2024-04-17T23:57:00+00:00,2024-04-17T23:57:00+00:00,2024-04-17T23:22:00+00:00,2024-04-17T23:22:00+00:00,2024-04-17T23:22:00+00:00,None,None,None,None
2024-04-17DL7132None,2024-04-17,landed,7132,DL7132,DAL7132,Delta Air Lines,DL,DAL,Calgary International Airport,America/Edmonton,YYC,CYYC,,E86,15,2024-04-17T18:00:00+00:00,2024-04-17T18:00:00+00:00,2024-04-17T18:14:00+00:00,2024-04-17T18:14:00+00:00,2024-04-17T18:14:00+00:00,Mc Carran International,America/Los_Angeles,LAS,KLAS,3,E6,,,2024-04-17T19:49:00+00:00,2024-04-17T19:49:00+00:00,2024-04-17T19:37:00+00:00,2024-04-17T19:37:00+00:00,2024-04-17T19:37:00+00:00,None,None,None,None
2024-04-17DL7280None,2024-04-17,landed,7280,DL7280,DAL7280,Delta Air Lines,DL,DAL,Calgary International Airport,America/Edmonton,YYC,CYYC,,D70,26,2024-04-17T18:20:00+00:00,2024-04-17T18:20:00+00:00,2024-04-17T18:45:00+00:00,2024-04-17T18:45:00+00:00,2024-04-17T18:45:00+00:00,Winnipeg,America/Winnipeg,YWG,CYWG,MA,5,,1,2024-04-17T21:20:00+00:00,2024-04-17T21:20:00+00:00,2024-04-17T21:20:00+00:00,2024-04-17T21:20:00+00:00,2024-04-17T21:20:00+00:00,None,None,None,None
2024-04-17DL136None,2024-04-17,active,136,DL136,DAL136,Delta Air Lines,DL,DAL,Lester B. Pearson International,America/Toronto,YYZ,CYYZ,,,,2024-04-17T21:30:00+00:00,2024-04-17T21:30:00+00:00,,,,Edmonton International Airport,America/Edmonton,YEG,CYEG,D,,,,2024-04-18T00:02:00+00:00,2024-04-18T00:02:00+00:00,,,,None,None,None,None
2024-04-17DL62B763,2024-04-17,landed,62,DL62,DAL62,Delta Air Lines,DL,DAL,John F Kennedy International,America/New_York,JFK,KJFK,4,B36,34,2024-04-17T21:30:00+00:00,2024-04-17T21:30:00+00:00,2024-04-17T22:03:00+00:00,2024-04-17T22:03:00+00:00,2024-04-17T22:03:00+00:00,Gatwick,Europe/London,LGW,EGKK,N,52,,,2024-04-18T10:00:00+00:00,2024-04-18T10:00:00+00:00,2024-04-18T09:42:00+00:00,2024-04-18T09:42:00+00:00,2024-04-18T09:42:00+00:00,N191DN,B763,B763,A16C3A
2024-04-17DL8089None,2024-04-17,landed,8089,DL8089,DAL8089,Delta Air Lines,DL,DAL,Don Miguel Hidalgo y Costilla International,America/Mexico_City,GDL,MMGL,1,A4,20,2024-04-17T19:43:00+00:00,2024-04-17T19:43:00+00:00,2024-04-17T20:02:00+00:00,2024-04-17T20:02:00+00:00,2024-04-17T20:02:00+00:00,Sacramento International,America/Los_Angeles,SMF,KSMF,B,8,,,2024-04-17T22:59:00+00:00,2024-04-17T22:59:00+00:00,2024-04-17T22:39:00+00:00,2024-04-17T22:39:00+00:00,2024-04-17T22:39:00+00:00,None,None,None,None
2024-04-17DL7224None,2024-04-17,landed,7224,DL7224,DAL7224,Delta Air Lines,DL,DAL,Calgary International Airport,America/Edmonton,YYC,CYYC,,E71,17,2024-04-17T18:00:00+00:00,2024-04-17T18:00:00+00:00,2024-04-17T18:17:00+00:00,2024-04-17T18:17:00+00:00,2024-04-17T18:17:00+00:00,Sky Harbor International,America/Phoenix,PHX,KPHX,4,B23,3,,2024-04-17T20:00:00+00:00,2024-04-17T20:00:00+00:00,2024-04-17T19:50:00+00:00,2024-04-17T19:50:00+00:00,2024-04-17T19:50:00+00:00,None,None,None,None
2024-04-17DL6129None,2024-04-17,landed,6129,DL6129,DAL6129,Delta Air Lines,DL,DAL,El Nuevo Dorado International,America/Bogota,BOG,SKBO,1,C5,21,2024-04-17T19:08:00+00:00,2024-04-17T19:08:00+00:00,2024-04-17T19:28:00+00:00,2024-04-17T19:28:00+00:00,2024-04-17T19:28:00+00:00,E Cortissoz,America/Bogota,BAQ,SKBQ,1,,,,2024-04-17T20:39:00+00:00,2024-04-17T20:39:00+00:00,2024-04-17T20:31:00+00:00,2024-04-17T20:31:00+00:00,2024-04-17T20:31:00+00:00,None,None,None,None
