id,flight_date,flight_status,flight_number,flight_iata,flight_icao,airline_name,airline_iata,airline_icao,depart_airport,depart_timezone,depart_iata,depart_icao,depart_terminal,depart_gate,depart_delay,depart_scheduled,depart_estimated,depart_actual,depart_estimated_runway,depart_actual_runway,arrival_airport,arrival_timezone,arrival_iata,arrival_icao,arrival_terminal,arrival_gate,arrival_baggage,arrival_delay,arrival_scheduled,arrival_estimated,arrival_actual,arrival_estimated_runway,arrival_actual_runway,aircraft_registration,aircraft_iata,aircraft_icao,aircraft_icao24
2024-04-17DL47A339,2024-04-17,landed,47,DL47,DAL47,Delta Air Lines,DL,DAL,Schiphol,Europe/Amsterdam,AMS,EHAM,2,D57,30,2024-04-17T10:50:00+00:00,2024-04-17T10:50:00+00:00,2024-04-17T11:19:00+00:00,2024-04-17T11:19:00+00:00,2024-04-17T11:19:00+00:00,John F Kennedy International,America/New_York,JFK,KJFK,4,B34,T4,,2024-04-17T13:15:00+00:00,2024-04-17T13:15:00+00:00,2024-04-17T12:54:00+00:00,2024-04-17T12:54:00+00:00,2024-04-17T12:54:00+00:00,N408DX,A339,A339,A4CABA
2024-04-17DL161A333,2024-04-17,landed,161,DL161,DAL161,Delta Air Lines,DL,DAL,Schiphol,Europe/Amsterdam,AMS,EHAM,2,E8,34,2024-04-17T10:15:00+00:00,2024-04-17T10:15:00+00:00,2024-04-17T10:48:00+00:00,2024-04-17T10:48:00+00:00,2024-04-17T10:48:00+00:00,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,G3,IN2,4,2024-04-17T12:24:00+00:00,2024-04-17T12:24:00+00:00,2024-04-17T12:28:00+00:00,2024-04-17T12:28:00+00:00,2024-04-17T12:28:00+00:00,N819NW,A333,A333,AB2C0C
2024-04-17DL73A359,2024-04-17,landed,73,DL73,DAL73,Delta Air Lines,DL,DAL,Schiphol,Europe/Amsterdam,AMS,EHAM,2,E22,21,2024-04-17T10:35:00+00:00,2024-04-17T10:35:00+00:00,2024-04-17T10:55:00+00:00,2024-04-17T10:55:00+00:00,2024-04-17T10:55:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,I,F7,F1,,2024-04-17T14:00:00+00:00,2024-04-17T14:00:00+00:00,2024-04-17T13:48:00+00:00,2024-04-17T13:48:00+00:00,2024-04-17T13:48:00+00:00,N512DN,A359,A359,A66935
2024-04-17DL179None,2024-04-17,landed,179,DL179,DAL179,Delta Air Lines,DL,DAL,Schiphol,Europe/Amsterdam,AMS,EHAM,2,E9,18,2024-04-17T10:35:00+00:00,2024-04-17T10:35:00+00:00,2024-04-17T10:53:00+00:00,2024-04-17T10:53:00+00:00,2024-04-17T10:53:00+00:00,Portland International,America/Los_Angeles,PDX,KPDX,1,D11,,,2024-04-17T12:00:00+00:00,2024-04-17T12:00:00+00:00,2024-04-17T11:55:00+00:00,2024-04-17T11:55:00+00:00,2024-04-17T11:55:00+00:00,None,None,None,None
2024-04-17DL57A339,2024-04-17,landed,57,DL57,DAL57,Delta Air Lines,DL,DAL,Schiphol,Europe/Amsterdam,AMS,EHAM,2,D53,34,2024-04-17T10:40:00+00:00,2024-04-17T10:40:00+00:00,2024-04-17T11:14:00+00:00,2024-04-17T11:14:00+00:00,2024-04-17T11:14:00+00:00,Salt Lake City International,America/Denver,SLC,KSLC,A,A19,,17,2024-04-17T13:10:00+00:00,2024-04-17T13:10:00+00:00,2024-04-17T13:27:00+00:00,2024-04-17T13:27:00+00:00,2024-04-17T13:27:00+00:00,N409DX,A339,A339,A4CE71
2024-04-17DL135None,2024-04-17,scheduled,135,DL135,DAL135,Delta Air Lines,DL,DAL,Schiphol,Europe/Amsterdam,AMS,EHAM,2,E7,188,2024-04-17T10:40:00+00:00,2024-04-17T10:40:00+00:00,2024-04-17T13:48:00+00:00,2024-04-17T13:48:00+00:00,2024-04-17T13:48:00+00:00,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,EM,A38,I-7,160,2024-04-17T13:15:00+00:00,2024-04-17T13:15:00+00:00,,,,None,None,None,None
2024-04-17DL8442None,2024-04-17,landed,8442,DL8442,DAL8442,Delta Air Lines,DL,DAL,Charles De Gaulle,Europe/Paris,CDG,LFPG,2G,G21,43,2024-04-17T09:05:00+00:00,2024-04-17T09:05:00+00:00,2024-04-17T09:47:00+00:00,2024-04-17T09:47:00+00:00,2024-04-17T09:47:00+00:00,Clermont/Ferrand Auvergne International (Aulnat),Europe/Paris,CFE,LFLC,,,,17,2024-04-17T10:10:00+00:00,2024-04-17T10:10:00+00:00,2024-04-17T10:26:00+00:00,2024-04-17T10:26:00+00:00,2024-04-17T10:26:00+00:00,None,None,None,None
2024-04-17DL8350None,2024-04-17,landed,8350,DL8350,DAL8350,Delta Air Lines,DL,DAL,Clermont/Ferrand Auvergne International (Aulnat),Europe/Paris,CFE,LFLC,,1,27,2024-04-17T10:50:00+00:00,2024-04-17T10:50:00+00:00,2024-04-17T11:17:00+00:00,2024-04-17T11:17:00+00:00,2024-04-17T11:17:00+00:00,Charles De Gaulle,Europe/Paris,CDG,LFPG,2G,,2G,4,2024-04-17T12:00:00+00:00,2024-04-17T12:00:00+00:00,2024-04-17T12:04:00+00:00,2024-04-17T12:04:00+00:00,2024-04-17T12:04:00+00:00,None,None,None,None
2024-04-17DL9399None,2024-04-17,landed,9399,DL9399,DAL9399,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A25,29,2024-04-17T21:00:00+00:00,2024-04-17T21:00:00+00:00,2024-04-17T21:29:00+00:00,2024-04-17T21:29:00+00:00,2024-04-17T21:29:00+00:00,Schiphol,Europe/Amsterdam,AMS,EHAM,3,F5,15,,2024-04-18T14:25:00+00:00,2024-04-18T14:25:00+00:00,2024-04-18T14:06:00+00:00,2024-04-18T14:06:00+00:00,2024-04-18T14:06:00+00:00,None,None,None,None
2024-04-17DL7924None,2024-04-17,landed,7924,DL7924,DAL7924,Delta Air Lines,DL,DAL,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,242,16,2024-04-17T17:10:00+00:00,2024-04-17T17:10:00+00:00,2024-04-17T17:26:00+00:00,2024-04-17T17:26:00+00:00,2024-04-17T17:26:00+00:00,Chiang Mai International,Asia/Bangkok,CNX,VTCC,I,,,4,2024-04-17T20:40:00+00:00,2024-04-17T20:40:00+00:00,2024-04-17T20:44:00+00:00,2024-04-17T20:44:00+00:00,2024-04-17T20:44:00+00:00,None,None,None,None
2024-04-17DL7878None,2024-04-17,landed,7878,DL7878,DAL7878,Delta Air Lines,DL,DAL,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,245,23,2024-04-17T17:10:00+00:00,2024-04-17T17:10:00+00:00,2024-04-17T17:33:00+00:00,2024-04-17T17:33:00+00:00,2024-04-17T17:33:00+00:00,Gimhae,Asia/Seoul,PUS,RKPK,I,4,4,,2024-04-17T18:20:00+00:00,2024-04-17T18:20:00+00:00,2024-04-17T18:18:00+00:00,2024-04-17T18:18:00+00:00,2024-04-17T18:18:00+00:00,None,None,None,None
2024-04-17DL7897None,2024-04-17,landed,7897,DL7897,DAL7897,Delta Air Lines,DL,DAL,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,260,28,2024-04-17T17:25:00+00:00,2024-04-17T17:25:00+00:00,2024-04-17T17:52:00+00:00,2024-04-17T17:52:00+00:00,2024-04-17T17:52:00+00:00,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,22,,2,2024-04-17T19:45:00+00:00,2024-04-17T19:45:00+00:00,2024-04-17T19:47:00+00:00,2024-04-17T19:47:00+00:00,2024-04-17T19:47:00+00:00,None,None,None,None
2024-04-17DL7852None,2024-04-17,landed,7852,DL7852,DAL7852,Delta Air Lines,DL,DAL,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,256,20,2024-04-17T18:05:00+00:00,2024-04-17T18:05:00+00:00,2024-04-17T18:24:00+00:00,2024-04-17T18:24:00+00:00,2024-04-17T18:24:00+00:00,Suvarnabhumi International,Asia/Bangkok,BKK,VTBS,MAIN,,,17,2024-04-17T21:45:00+00:00,2024-04-17T21:45:00+00:00,2024-04-17T22:02:00+00:00,2024-04-17T22:02:00+00:00,2024-04-17T22:02:00+00:00,None,None,None,None
2024-04-17DL7717None,2024-04-17,landed,7717,DL7717,DAL7717,Delta Air Lines,DL,DAL,Taiwan Taoyuan International (Chiang Kai Shek International),Asia/Taipei,TPE,RCTP,1,B6,31,2024-04-17T07:40:00+00:00,2024-04-17T07:40:00+00:00,2024-04-17T08:10:00+00:00,2024-04-17T08:10:00+00:00,2024-04-17T08:10:00+00:00,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,251,8,3,2024-04-17T11:10:00+00:00,2024-04-17T11:10:00+00:00,2024-04-17T11:12:00+00:00,2024-04-17T11:12:00+00:00,2024-04-17T11:12:00+00:00,None,None,None,None
2024-04-17DL6925None,2024-04-17,landed,6925,DL6925,DAL6925,Delta Air Lines,DL,DAL,Abbotsford,America/Vancouver,YXX,CYXX,MA,5,15,2024-04-17T06:00:00+00:00,2024-04-17T06:00:00+00:00,2024-04-17T06:14:00+00:00,2024-04-17T06:14:00+00:00,2024-04-17T06:14:00+00:00,Calgary International Airport,America/Edmonton,YYC,CYYC,D,C58,,3,2024-04-17T08:18:00+00:00,2024-04-17T08:18:00+00:00,2024-04-17T08:20:00+00:00,2024-04-17T08:20:00+00:00,2024-04-17T08:20:00+00:00,None,None,None,None
2024-04-17DL6434None,2024-04-17,landed,6434,DL6434,DAL6434,Delta Air Lines,DL,DAL,Taiyuan,Asia/Shanghai,TYN,ZBYN,T2,B01,19,2024-04-17T07:30:00+00:00,2024-04-17T07:30:00+00:00,2024-04-17T07:49:00+00:00,2024-04-17T07:49:00+00:00,2024-04-17T07:49:00+00:00,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,5,5,2024-04-17T09:40:00+00:00,2024-04-17T09:40:00+00:00,2024-04-17T09:44:00+00:00,2024-04-17T09:44:00+00:00,2024-04-17T09:44:00+00:00,None,None,None,None
2024-04-17DL7935None,2024-04-17,landed,7935,DL7935,DAL7935,Delta Air Lines,DL,DAL,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,238,19,2024-04-17T07:30:00+00:00,2024-04-17T07:30:00+00:00,2024-04-17T07:49:00+00:00,2024-04-17T07:49:00+00:00,2024-04-17T07:49:00+00:00,Komatsu,Asia/Tokyo,KMQ,RJNK,1,,,,2024-04-17T09:15:00+00:00,2024-04-17T09:15:00+00:00,2024-04-17T09:09:00+00:00,2024-04-17T09:09:00+00:00,2024-04-17T09:09:00+00:00,None,None,None,None
2024-04-17DL40A359,2024-04-17,landed,40,DL40,DAL40,Delta Air Lines,DL,DAL,Sydney Kingsford Smith Airport,Australia/Sydney,SYD,YSSY,1,32,38,2024-04-17T09:25:00+00:00,2024-04-17T09:25:00+00:00,2024-04-17T10:02:00+00:00,2024-04-17T10:02:00+00:00,2024-04-17T10:02:00+00:00,Los Angeles International,America/Los_Angeles,LAX,KLAX,B,133,,,2024-04-17T06:25:00+00:00,2024-04-17T06:25:00+00:00,2024-04-17T05:41:00+00:00,2024-04-17T05:41:00+00:00,2024-04-17T05:41:00+00:00,N513DZ,A359,A359,A66CF7
2024-04-17DL29B764,2024-04-17,landed,29,DL29,DAL29,Delta Air Lines,DL,DAL,Cote D'azur International Airport,Europe/Paris,NCE,LFMN,2,B24,10,2024-04-17T14:00:00+00:00,2024-04-17T14:00:00+00:00,2024-04-17T14:10:00+00:00,2024-04-17T14:10:00+00:00,2024-04-17T14:10:00+00:00,John F Kennedy International,America/New_York,JFK,KJFK,4,B32,T4,,2024-04-17T17:20:00+00:00,2024-04-17T17:20:00+00:00,2024-04-17T16:26:00+00:00,2024-04-17T16:26:00+00:00,2024-04-17T16:26:00+00:00,N838MH,B764,B764,AB772D
2024-04-17DL5984None,2024-04-17,landed,5984,DL5984,DAL5984,Delta Air Lines,DL,DAL,Logan International,America/New_York,BOS,KBOS,E,E13,26,2024-04-17T22:10:00+00:00,2024-04-17T22:10:00+00:00,2024-04-17T22:35:00+00:00,2024-04-17T22:35:00+00:00,2024-04-17T22:35:00+00:00,Heathrow,Europe/London,LHR,EGLL,3,,,,2024-04-18T10:00:00+00:00,2024-04-18T10:00:00+00:00,2024-04-18T09:53:00+00:00,2024-04-18T09:53:00+00:00,2024-04-18T09:53:00+00:00,None,None,None,None
2024-04-17DL6556None,2024-04-17,landed,6556,DL6556,DAL6556,Delta Air Lines,DL,DAL,Nanning,Asia/Shanghai,NNG,ZGNN,T2,,9,2024-04-17T07:35:00+00:00,2024-04-17T07:35:00+00:00,2024-04-17T07:43:00+00:00,2024-04-17T07:43:00+00:00,2024-04-17T07:43:00+00:00,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,6,,2024-04-17T10:25:00+00:00,2024-04-17T10:25:00+00:00,2024-04-17T10:02:00+00:00,2024-04-17T10:02:00+00:00,2024-04-17T10:02:00+00:00,None,None,None,None
2024-04-17DL7929None,2024-04-17,landed,7929,DL7929,DAL7929,Delta Air Lines,DL,DAL,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,261,19,2024-04-17T17:55:00+00:00,2024-04-17T17:55:00+00:00,2024-04-17T18:13:00+00:00,2024-04-17T18:13:00+00:00,2024-04-17T18:13:00+00:00,Phuket International,Asia/Bangkok,HKT,VTSP,I,,,24,2024-04-17T22:15:00+00:00,2024-04-17T22:15:00+00:00,2024-04-17T22:39:00+00:00,2024-04-17T22:39:00+00:00,2024-04-17T22:39:00+00:00,None,None,None,None
2024-04-17DL7872None,2024-04-17,landed,7872,DL7872,DAL7872,Delta Air Lines,DL,DAL,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,231,39,2024-04-17T17:50:00+00:00,2024-04-17T17:50:00+00:00,2024-04-17T18:28:00+00:00,2024-04-17T18:28:00+00:00,2024-04-17T18:28:00+00:00,Ngurah Rai International,Asia/Makassar,DPS,WADD,I,,7,23,2024-04-17T23:50:00+00:00,2024-04-17T23:50:00+00:00,2024-04-18T00:12:00+00:00,2024-04-18T00:12:00+00:00,2024-04-18T00:12:00+00:00,None,None,None,None
2024-04-17DL6268None,2024-04-17,landed,6268,DL6268,DAL6268,Delta Air Lines,DL,DAL,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,216,22,2024-04-17T07:35:00+00:00,2024-04-17T07:35:00+00:00,2024-04-17T07:56:00+00:00,2024-04-17T07:56:00+00:00,2024-04-17T07:56:00+00:00,Santa Maria,America/Maceio,AJU,SBAR,T1,E01,,,2024-04-17T10:10:00+00:00,2024-04-17T10:10:00+00:00,2024-04-17T10:10:00+00:00,2024-04-17T10:10:00+00:00,2024-04-17T10:10:00+00:00,None,None,None,None
2024-04-17DL9500None,2024-04-17,scheduled,9500,DL9500,DAL9500,Delta Air Lines,DL,DAL,Dubai,Asia/Dubai,DXB,OMDB,1,D20,173,2024-04-17T00:55:00+00:00,2024-04-17T00:55:00+00:00,2024-04-17T03:47:00+00:00,2024-04-17T03:47:00+00:00,2024-04-17T03:47:00+00:00,Schiphol,Europe/Amsterdam,AMS,EHAM,3,E22,16,150,2024-04-17T06:00:00+00:00,2024-04-17T06:00:00+00:00,,,,None,None,None,None
2024-04-17DL6475None,2024-04-17,landed,6475,DL6475,DAL6475,Delta Air Lines,DL,DAL,Shanghai,Asia/Shanghai,HFE,ZSOF,,A13,17,2024-04-17T07:30:00+00:00,2024-04-17T07:30:00+00:00,2024-04-17T07:47:00+00:00,2024-04-17T07:47:00+00:00,2024-04-17T07:47:00+00:00,Shanghai Pudong International,Asia/Shanghai,PVG,ZSPD,1,,3,,2024-04-17T08:50:00+00:00,2024-04-17T08:50:00+00:00,2024-04-17T08:45:00+00:00,2024-04-17T08:45:00+00:00,2024-04-17T08:45:00+00:00,None,None,None,None
2024-04-17DL6024None,2024-04-17,active,6024,DL6024,DAL6024,Delta Air Lines,DL,DAL,Londrina,America/Sao_Paulo,LDB,SBLO,,,,2024-04-17T05:50:00+00:00,2024-04-17T05:50:00+00:00,,,,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,,,,2024-04-17T07:10:00+00:00,2024-04-17T07:10:00+00:00,,,,None,None,None,None
2024-04-17DL7380None,2024-04-17,landed,7380,DL7380,DAL7380,Delta Air Lines,DL,DAL,Londrina,America/Sao_Paulo,LDB,SBLO,,,59,2024-04-17T05:50:00+00:00,2024-04-17T05:50:00+00:00,2024-04-17T06:49:00+00:00,2024-04-17T06:49:00+00:00,2024-04-17T06:49:00+00:00,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,,,40,2024-04-17T07:10:00+00:00,2024-04-17T07:10:00+00:00,2024-04-17T07:49:00+00:00,2024-04-17T07:49:00+00:00,2024-04-17T07:49:00+00:00,None,None,None,None
2024-04-17DL9345None,2024-04-17,landed,9345,DL9345,DAL9345,Delta Air Lines,DL,DAL,Schiphol,Europe/Amsterdam,AMS,EHAM,2,D6,32,2024-04-17T09:25:00+00:00,2024-04-17T09:25:00+00:00,2024-04-17T09:56:00+00:00,2024-04-17T09:56:00+00:00,2024-04-17T09:56:00+00:00,London City Airport,Europe/London,LCY,EGLC,2,,01,6,2024-04-17T09:30:00+00:00,2024-04-17T09:30:00+00:00,2024-04-17T09:35:00+00:00,2024-04-17T09:35:00+00:00,2024-04-17T09:35:00+00:00,None,None,None,None
2024-04-17DL6140None,2024-04-17,active,6140,DL6140,DAL6140,Delta Air Lines,DL,DAL,International Airport Marechal Rondon,America/Cuiaba,CGB,SBCY,1,8,,2024-04-17T04:25:00+00:00,2024-04-17T04:25:00+00:00,2024-04-17T04:25:00+00:00,2024-04-17T04:25:00+00:00,2024-04-17T04:25:00+00:00,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,,,,2024-04-17T07:40:00+00:00,2024-04-17T07:40:00+00:00,,,,None,None,None,None
2024-04-17DL6123None,2024-04-17,landed,6123,DL6123,DAL6123,Delta Air Lines,DL,DAL,International Airport Marechal Rondon,America/Cuiaba,CGB,SBCY,1,8,,2024-04-17T04:25:00+00:00,2024-04-17T04:25:00+00:00,2024-04-17T04:25:00+00:00,2024-04-17T04:25:00+00:00,2024-04-17T04:25:00+00:00,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,,,,2024-04-17T07:40:00+00:00,2024-04-17T07:40:00+00:00,2024-04-17T07:14:00+00:00,2024-04-17T07:14:00+00:00,2024-04-17T07:14:00+00:00,None,None,None,None
2024-04-17DL1547None,2024-04-17,landed,1547,DL1547,DAL1547,Delta Air Lines,DL,DAL,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,G3,29,2024-04-17T10:00:00+00:00,2024-04-17T10:00:00+00:00,2024-04-17T10:29:00+00:00,2024-04-17T10:29:00+00:00,2024-04-17T10:29:00+00:00,Palm Springs Metropolitan Area,America/Los_Angeles,PSP,KPSP,B,6,,7,2024-04-17T11:40:00+00:00,2024-04-17T11:40:00+00:00,2024-04-17T11:46:00+00:00,2024-04-17T11:46:00+00:00,2024-04-17T11:46:00+00:00,None,None,None,None
2024-04-17DL771None,2024-04-17,unknown,771,DL771,DAL771,Delta Air Lines,DL,DAL,Logan International,America/New_York,BOS,KBOS,,,,2024-04-17T10:10:00+00:00,2024-04-17T10:10:00+00:00,,,,Lester B. Pearson International,America/Toronto,YYZ,CYYZ,1,,,,2024-04-17T12:03:00+00:00,2024-04-17T12:03:00+00:00,,,,None,None,None,None
2024-04-17DL4913None,2024-04-17,landed,4913,DL4913,DAL4913,Delta Air Lines,DL,DAL,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,D38,7,2024-04-17T11:15:00+00:00,2024-04-17T11:15:00+00:00,2024-04-17T11:21:00+00:00,2024-04-17T11:21:00+00:00,2024-04-17T11:21:00+00:00,Northwest Arkansas Regional,America/Chicago,XNA,KXNA,,A9,,,2024-04-17T12:12:00+00:00,2024-04-17T12:12:00+00:00,2024-04-17T11:56:00+00:00,2024-04-17T11:56:00+00:00,2024-04-17T11:56:00+00:00,None,None,None,None
2024-04-17DL7906None,2024-04-17,landed,7906,DL7906,DAL7906,Delta Air Lines,DL,DAL,Kagoshima,Asia/Tokyo,KOJ,RJFK,,,11,2024-04-17T12:00:00+00:00,2024-04-17T12:00:00+00:00,2024-04-17T12:10:00+00:00,2024-04-17T12:10:00+00:00,2024-04-17T12:10:00+00:00,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,260,8,,2024-04-17T13:35:00+00:00,2024-04-17T13:35:00+00:00,2024-04-17T13:22:00+00:00,2024-04-17T13:22:00+00:00,2024-04-17T13:22:00+00:00,None,None,None,None
2024-04-17DL104None,2024-04-17,landed,104,DL104,DAL104,Delta Air Lines,DL,DAL,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,3,308,22,2024-04-17T22:50:00+00:00,2024-04-17T22:50:00+00:00,2024-04-17T23:12:00+00:00,2024-04-17T23:12:00+00:00,2024-04-17T23:12:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,I,F7,99,,2024-04-18T07:50:00+00:00,2024-04-18T07:50:00+00:00,2024-04-18T07:29:00+00:00,2024-04-18T07:29:00+00:00,2024-04-18T07:29:00+00:00,None,None,None,None
