id,flight_date,flight_status,flight_number,flight_iata,flight_icao,airline_name,airline_iata,airline_icao,depart_airport,depart_timezone,depart_iata,depart_icao,depart_terminal,depart_gate,depart_delay,depart_scheduled,depart_estimated,depart_actual,depart_estimated_runway,depart_actual_runway,arrival_airport,arrival_timezone,arrival_iata,arrival_icao,arrival_terminal,arrival_gate,arrival_baggage,arrival_delay,arrival_scheduled,arrival_estimated,arrival_actual,arrival_estimated_runway,arrival_actual_runway,aircraft_registration,aircraft_iata,aircraft_icao,aircraft_icao24
2024-04-18DL2896None,2024-04-18,landed,2896,DL2896,DAL2896,Delta Air Lines,DL,DAL,Washington Dulles International,America/New_York,IAD,KIAD,,B72,7,2024-04-18T06:00:00+00:00,2024-04-18T06:00:00+00:00,2024-04-18T06:06:00+00:00,2024-04-18T06:06:00+00:00,2024-04-18T06:06:00+00:00,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,EM,A57,5,,2024-04-18T07:32:00+00:00,2024-04-18T07:32:00+00:00,2024-04-18T07:09:00+00:00,2024-04-18T07:09:00+00:00,2024-04-18T07:09:00+00:00,None,None,None,None
2024-04-18DL2550A319,2024-04-18,landed,2550,DL2550,DAL2550,Delta Air Lines,DL,DAL,Washington Dulles International,America/New_York,IAD,KIAD,,B78,7,2024-04-18T06:00:00+00:00,2024-04-18T06:00:00+00:00,2024-04-18T06:07:00+00:00,2024-04-18T06:07:00+00:00,2024-04-18T06:07:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,B28,4,,2024-04-18T07:50:00+00:00,2024-04-18T07:50:00+00:00,2024-04-18T07:23:00+00:00,2024-04-18T07:23:00+00:00,2024-04-18T07:23:00+00:00,N334NB,A319,A319,A3A5D9
2024-04-18DL9052None,2024-04-18,landed,9052,DL9052,DAL9052,Delta Air Lines,DL,DAL,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,57,25,2024-04-18T20:20:00+00:00,2024-04-18T20:20:00+00:00,2024-04-18T20:45:00+00:00,2024-04-18T20:45:00+00:00,2024-04-18T20:45:00+00:00,Los Cabos,America/Mazatlan,SJD,MMSD,1,,,,2024-04-18T21:56:00+00:00,2024-04-18T21:56:00+00:00,2024-04-18T21:31:00+00:00,2024-04-18T21:31:00+00:00,2024-04-18T21:31:00+00:00,None,None,None,None
2024-04-18DL7295None,2024-04-18,landed,7295,DL7295,DAL7295,Delta Air Lines,DL,DAL,Frankfurt International Airport,Europe/Berlin,FRA,EDDF,2,D22,9,2024-04-18T09:50:00+00:00,2024-04-18T09:50:00+00:00,2024-04-18T09:58:00+00:00,2024-04-18T09:58:00+00:00,2024-04-18T09:58:00+00:00,Riga International,Europe/Riga,RIX,EVRA,1,,,,2024-04-18T13:00:00+00:00,2024-04-18T13:00:00+00:00,2024-04-18T12:54:00+00:00,2024-04-18T12:54:00+00:00,2024-04-18T12:54:00+00:00,None,None,None,None
2024-04-18DL4179CRJ9,2024-04-18,landed,4179,DL4179,DAL4179,Delta Air Lines,DL,DAL,Dane County Regional,America/Chicago,MSN,KMSN,,10,23,2024-04-18T17:45:00+00:00,2024-04-18T17:45:00+00:00,2024-04-18T18:08:00+00:00,2024-04-18T18:08:00+00:00,2024-04-18T18:08:00+00:00,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,EM,B2,8,,2024-04-18T20:00:00+00:00,2024-04-18T20:00:00+00:00,2024-04-18T19:58:00+00:00,2024-04-18T19:58:00+00:00,2024-04-18T19:58:00+00:00,N829SK,CRJ9,CRJ9,AB53E4
2024-04-18DL2338None,2024-04-18,landed,2338,DL2338,DAL2338,Delta Air Lines,DL,DAL,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,A20,11,2024-04-18T22:13:00+00:00,2024-04-18T22:13:00+00:00,2024-04-18T22:24:00+00:00,2024-04-18T22:24:00+00:00,2024-04-18T22:24:00+00:00,Norfolk International Airport,America/New_York,ORF,KORF,B,B23,,,2024-04-18T23:42:00+00:00,2024-04-18T23:42:00+00:00,2024-04-18T23:33:00+00:00,2024-04-18T23:33:00+00:00,2024-04-18T23:33:00+00:00,None,None,None,None
2024-04-18DL537None,2024-04-18,landed,537,DL537,DAL537,Delta Air Lines,DL,DAL,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,T5,16,2024-04-18T22:15:00+00:00,2024-04-18T22:15:00+00:00,2024-04-18T22:31:00+00:00,2024-04-18T22:31:00+00:00,2024-04-18T22:31:00+00:00,Ronald Reagan Washington National Airport,America/New_York,DCA,KDCA,2,B18,,,2024-04-18T23:57:00+00:00,2024-04-18T23:57:00+00:00,2024-04-18T23:48:00+00:00,2024-04-18T23:48:00+00:00,2024-04-18T23:48:00+00:00,None,None,None,None
2024-04-18DL9407None,2024-04-18,landed,9407,DL9407,DAL9407,Delta Air Lines,DL,DAL,Schiphol,Europe/Amsterdam,AMS,EHAM,1,B36,16,2024-04-18T09:20:00+00:00,2024-04-18T09:20:00+00:00,2024-04-18T09:35:00+00:00,2024-04-18T09:35:00+00:00,2024-04-18T09:35:00+00:00,Stuttgart Echterdingen,Europe/Berlin,STR,EDDS,3,,,,2024-04-18T10:30:00+00:00,2024-04-18T10:30:00+00:00,2024-04-18T10:24:00+00:00,2024-04-18T10:24:00+00:00,2024-04-18T10:24:00+00:00,None,None,None,None
2024-04-18DL2137None,2024-04-18,landed,2137,DL2137,DAL2137,Delta Air Lines,DL,DAL,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,EM,A60,18,2024-04-18T19:20:00+00:00,2024-04-18T19:20:00+00:00,2024-04-18T19:38:00+00:00,2024-04-18T19:38:00+00:00,2024-04-18T19:38:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,B3,6,,2024-04-18T21:28:00+00:00,2024-04-18T21:28:00+00:00,2024-04-18T21:01:00+00:00,2024-04-18T21:01:00+00:00,2024-04-18T21:01:00+00:00,None,None,None,None
2024-04-18DL5777None,2024-04-18,landed,5777,DL5777,DAL5777,Delta Air Lines,DL,DAL,La Guardia,America/New_York,LGA,KLGA,C,89B,24,2024-04-18T06:30:00+00:00,2024-04-18T06:30:00+00:00,2024-04-18T06:53:00+00:00,2024-04-18T06:53:00+00:00,2024-04-18T06:53:00+00:00,Ronald Reagan Washington National Airport,America/New_York,DCA,KDCA,2,B20,,,2024-04-18T07:50:00+00:00,2024-04-18T07:50:00+00:00,2024-04-18T07:45:00+00:00,2024-04-18T07:45:00+00:00,2024-04-18T07:45:00+00:00,None,None,None,None
2024-04-18DL5213None,2024-04-18,landed,5213,DL5213,DAL5213,Delta Air Lines,DL,DAL,La Guardia,America/New_York,LGA,KLGA,C,96,12,2024-04-18T06:30:00+00:00,2024-04-18T06:30:00+00:00,2024-04-18T06:42:00+00:00,2024-04-18T06:42:00+00:00,2024-04-18T06:42:00+00:00,Raleigh-durham International Airport,America/New_York,RDU,KRDU,2,C3,,,2024-04-18T08:15:00+00:00,2024-04-18T08:15:00+00:00,2024-04-18T07:48:00+00:00,2024-04-18T07:48:00+00:00,2024-04-18T07:48:00+00:00,None,None,None,None
2024-04-18DL5190None,2024-04-18,landed,5190,DL5190,DAL5190,Delta Air Lines,DL,DAL,La Guardia,America/New_York,LGA,KLGA,C,66,14,2024-04-18T06:30:00+00:00,2024-04-18T06:30:00+00:00,2024-04-18T06:43:00+00:00,2024-04-18T06:43:00+00:00,2024-04-18T06:43:00+00:00,Hopkins International,America/New_York,CLE,KCLE,TERM,B5,,,2024-04-18T08:16:00+00:00,2024-04-18T08:16:00+00:00,2024-04-18T07:51:00+00:00,2024-04-18T07:51:00+00:00,2024-04-18T07:51:00+00:00,None,None,None,None
2024-04-18DL2324None,2024-04-18,landed,2324,DL2324,DAL2324,Delta Air Lines,DL,DAL,Piedmont Triad International,America/New_York,GSO,KGSO,,29,53,2024-04-18T06:00:00+00:00,2024-04-18T06:00:00+00:00,2024-04-18T06:52:00+00:00,2024-04-18T06:52:00+00:00,2024-04-18T06:52:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,B27,4,19,2024-04-18T07:22:00+00:00,2024-04-18T07:22:00+00:00,2024-04-18T07:40:00+00:00,2024-04-18T07:40:00+00:00,2024-04-18T07:40:00+00:00,None,None,None,None
2024-04-18DL8464None,2024-04-18,landed,8464,DL8464,DAL8464,Delta Air Lines,DL,DAL,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,F05,20,2024-04-18T09:45:00+00:00,2024-04-18T09:45:00+00:00,2024-04-18T10:05:00+00:00,2024-04-18T10:05:00+00:00,2024-04-18T10:05:00+00:00,Hamburg Airport,Europe/Berlin,HAM,EDDH,1,,4,1,2024-04-18T11:20:00+00:00,2024-04-18T11:20:00+00:00,2024-04-18T11:21:00+00:00,2024-04-18T11:21:00+00:00,2024-04-18T11:21:00+00:00,None,None,None,None
2024-04-18DL6145None,2024-04-18,active,6145,DL6145,DAL6145,Delta Air Lines,DL,DAL,Cornel Ruiz,America/Lima,CIX,SPHI,1,3,,2024-04-18T22:15:00+00:00,2024-04-18T22:15:00+00:00,2024-04-18T22:04:00+00:00,2024-04-18T22:04:00+00:00,2024-04-18T22:04:00+00:00,Jorge Chavez International,America/Lima,LIM,SPJC,,,6,,2024-04-18T23:35:00+00:00,2024-04-18T23:35:00+00:00,,,,None,None,None,None
2024-04-18DL5375CRJ9,2024-04-18,landed,5375,DL5375,DAL5375,Delta Air Lines,DL,DAL,Westchester County Apt,America/New_York,HPN,KHPN,,,38,2024-04-18T18:45:00+00:00,2024-04-18T18:45:00+00:00,2024-04-18T19:23:00+00:00,2024-04-18T19:23:00+00:00,2024-04-18T19:23:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,D32,2,,2024-04-18T21:15:00+00:00,2024-04-18T21:15:00+00:00,2024-04-18T21:10:00+00:00,2024-04-18T21:10:00+00:00,2024-04-18T21:10:00+00:00,N293PQ,CRJ9,CRJ9,A301F3
2024-04-18DL2095A321,2024-04-18,landed,2095,DL2095,DAL2095,Delta Air Lines,DL,DAL,John F Kennedy International,America/New_York,JFK,KJFK,4,B33,43,2024-04-18T15:24:00+00:00,2024-04-18T15:24:00+00:00,2024-04-18T16:06:00+00:00,2024-04-18T16:06:00+00:00,2024-04-18T16:06:00+00:00,Miami International Airport,America/New_York,MIA,KMIA,S,H5,4,,2024-04-18T18:45:00+00:00,2024-04-18T18:45:00+00:00,2024-04-18T18:28:00+00:00,2024-04-18T18:28:00+00:00,2024-04-18T18:28:00+00:00,N312DN,A321,A321,A34E97
2024-04-18DL9982B753,2024-04-18,scheduled,9982,DL9982,DAL9982,Delta Air Lines,DL,DAL,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,,,79,2024-04-18T18:00:00+00:00,2024-04-18T18:00:00+00:00,2024-04-18T19:19:00+00:00,2024-04-18T19:19:00+00:00,2024-04-18T19:19:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,,,92,2024-04-18T18:58:00+00:00,2024-04-18T18:58:00+00:00,,,,N590NW,B753,B753,A79EA8
2024-04-18DL8137None,2024-04-18,active,8137,DL8137,DAL8137,Delta Air Lines,DL,DAL,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,F,25,2024-04-18T17:30:00+00:00,2024-04-18T17:30:00+00:00,2024-04-18T17:54:00+00:00,2024-04-18T17:54:00+00:00,2024-04-18T17:54:00+00:00,Federal (Valle Del Fuerte),America/Mazatlan,LMM,MMLM,1,,,,2024-04-18T19:10:00+00:00,2024-04-18T19:10:00+00:00,,,,None,None,None,None
2024-04-18DL9098None,2024-04-18,landed,9098,DL9098,DAL9098,Delta Air Lines,DL,DAL,Puerto Escondido,America/Mexico_City,PXM,MMPS,A,B,7,2024-04-18T09:39:00+00:00,2024-04-18T09:39:00+00:00,2024-04-18T09:45:00+00:00,2024-04-18T09:45:00+00:00,2024-04-18T09:45:00+00:00,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,77,,,2024-04-18T11:15:00+00:00,2024-04-18T11:15:00+00:00,2024-04-18T10:39:00+00:00,2024-04-18T10:39:00+00:00,2024-04-18T10:39:00+00:00,None,None,None,None
2024-04-18DL7896None,2024-04-18,landed,7896,DL7896,DAL7896,Delta Air Lines,DL,DAL,Narita International Airport,Asia/Tokyo,NRT,RJAA,1,26,13,2024-04-18T17:20:00+00:00,2024-04-18T17:20:00+00:00,2024-04-18T17:32:00+00:00,2024-04-18T17:32:00+00:00,2024-04-18T17:32:00+00:00,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,235,5,,2024-04-18T20:00:00+00:00,2024-04-18T20:00:00+00:00,2024-04-18T19:40:00+00:00,2024-04-18T19:40:00+00:00,2024-04-18T19:40:00+00:00,None,None,None,None
2024-04-18DL6898None,2024-04-18,landed,6898,DL6898,DAL6898,Delta Air Lines,DL,DAL,Edmonton International Airport,America/Edmonton,YEG,CYEG,,76,22,2024-04-18T17:15:00+00:00,2024-04-18T17:15:00+00:00,2024-04-18T17:36:00+00:00,2024-04-18T17:36:00+00:00,2024-04-18T17:36:00+00:00,Mc Carran International,America/Los_Angeles,LAS,KLAS,3,E4,,,2024-04-18T19:20:00+00:00,2024-04-18T19:20:00+00:00,2024-04-18T19:18:00+00:00,2024-04-18T19:18:00+00:00,2024-04-18T19:18:00+00:00,None,None,None,None
2024-04-18DL9969None,2024-04-18,landed,9969,DL9969,DAL9969,Delta Air Lines,DL,DAL,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,269,8,2024-04-18T07:00:00+00:00,2024-04-18T07:00:00+00:00,2024-04-18T07:08:00+00:00,2024-04-18T07:08:00+00:00,2024-04-18T07:08:00+00:00,Singapore Changi,Asia/Singapore,SIN,WSSS,1,,,2,2024-04-18T12:30:00+00:00,2024-04-18T12:30:00+00:00,2024-04-18T12:31:00+00:00,2024-04-18T12:31:00+00:00,2024-04-18T12:31:00+00:00,None,None,None,None
2024-04-18DL6715None,2024-04-18,landed,6715,DL6715,DAL6715,Delta Air Lines,DL,DAL,Arturo Merino Benitez,America/Santiago,SCL,SCEL,,19B,63,2024-04-18T12:30:00+00:00,2024-04-18T12:30:00+00:00,2024-04-18T13:33:00+00:00,2024-04-18T13:33:00+00:00,2024-04-18T13:33:00+00:00,El Loa,America/Santiago,CJC,SCCF,1,,1,33,2024-04-18T14:39:00+00:00,2024-04-18T14:39:00+00:00,2024-04-18T15:12:00+00:00,2024-04-18T15:12:00+00:00,2024-04-18T15:12:00+00:00,None,None,None,None
2024-04-18DL9458None,2024-04-18,landed,9458,DL9458,DAL9458,Delta Air Lines,DL,DAL,Mérignac,Europe/Paris,BOD,LFBD,B,03,16,2024-04-18T11:50:00+00:00,2024-04-18T11:50:00+00:00,2024-04-18T12:05:00+00:00,2024-04-18T12:05:00+00:00,2024-04-18T12:05:00+00:00,Schiphol,Europe/Amsterdam,AMS,EHAM,2,D84,010,,2024-04-18T13:40:00+00:00,2024-04-18T13:40:00+00:00,2024-04-18T13:33:00+00:00,2024-04-18T13:33:00+00:00,2024-04-18T13:33:00+00:00,None,None,None,None
2024-04-18DL8355None,2024-04-18,landed,8355,DL8355,DAL8355,Delta Air Lines,DL,DAL,Blagnac,Europe/Paris,TLS,LFBO,,51,56,2024-04-18T10:45:00+00:00,2024-04-18T10:45:00+00:00,2024-04-18T11:40:00+00:00,2024-04-18T11:40:00+00:00,2024-04-18T11:40:00+00:00,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,,27,33,2024-04-18T12:15:00+00:00,2024-04-18T12:15:00+00:00,2024-04-18T12:48:00+00:00,2024-04-18T12:48:00+00:00,2024-04-18T12:48:00+00:00,None,None,None,None
2024-04-18DL6683None,2024-04-18,landed,6683,DL6683,DAL6683,Delta Air Lines,DL,DAL,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,1,,17,2024-04-18T09:25:00+00:00,2024-04-18T09:25:00+00:00,2024-04-18T09:42:00+00:00,2024-04-18T09:42:00+00:00,2024-04-18T09:42:00+00:00,Papola Casale,Europe/Rome,BDS,LIBR,,,,,2024-04-18T10:35:00+00:00,2024-04-18T10:35:00+00:00,2024-04-18T10:27:00+00:00,2024-04-18T10:27:00+00:00,2024-04-18T10:27:00+00:00,None,None,None,None
2024-04-18DL6063None,2024-04-18,landed,6063,DL6063,DAL6063,Delta Air Lines,DL,DAL,Logan International,America/New_York,BOS,KBOS,E,E10,10,2024-04-18T09:55:00+00:00,2024-04-18T09:55:00+00:00,2024-04-18T10:05:00+00:00,2024-04-18T10:05:00+00:00,2024-04-18T10:05:00+00:00,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,3,,,,2024-04-18T20:35:00+00:00,2024-04-18T20:35:00+00:00,2024-04-18T20:11:00+00:00,2024-04-18T20:11:00+00:00,2024-04-18T20:11:00+00:00,None,None,None,None
2024-04-18DL273B763,2024-04-18,landed,273,DL273,DAL273,Delta Air Lines,DL,DAL,Lisbon Portela,Europe/Lisbon,LIS,LPPT,1,47,36,2024-04-18T10:00:00+00:00,2024-04-18T10:00:00+00:00,2024-04-18T10:35:00+00:00,2024-04-18T10:35:00+00:00,2024-04-18T10:35:00+00:00,John F Kennedy International,America/New_York,JFK,KJFK,4,B39,T4,,2024-04-18T13:10:00+00:00,2024-04-18T13:10:00+00:00,2024-04-18T12:13:00+00:00,2024-04-18T12:13:00+00:00,2024-04-18T12:13:00+00:00,N188DN,B763,B763,A15EBC
2024-04-18DL8543None,2024-04-18,landed,8543,DL8543,DAL8543,Delta Air Lines,DL,DAL,Pau-Pyrénées,Europe/Paris,PUF,LFBP,,2,1,2024-04-18T10:25:00+00:00,2024-04-18T10:25:00+00:00,2024-04-18T10:26:00+00:00,2024-04-18T10:26:00+00:00,2024-04-18T10:26:00+00:00,Charles De Gaulle,Europe/Paris,CDG,LFPG,2G,,1G,,2024-04-18T11:55:00+00:00,2024-04-18T11:55:00+00:00,2024-04-18T11:40:00+00:00,2024-04-18T11:40:00+00:00,2024-04-18T11:40:00+00:00,None,None,None,None
2024-04-18DL3724None,2024-04-18,active,3724,DL3724,DAL3724,Delta Air Lines,DL,DAL,La Guardia,America/New_York,LGA,KLGA,C,69,245,2024-04-18T19:30:00+00:00,2024-04-18T19:30:00+00:00,,,,Nashville International,America/Chicago,BNA,KBNA,B,B6,,,2024-04-18T21:11:00+00:00,2024-04-18T21:11:00+00:00,,,,None,None,None,None
2024-04-18DL2927A321,2024-04-18,landed,2927,DL2927,DAL2927,Delta Air Lines,DL,DAL,La Guardia,America/New_York,LGA,KLGA,C,78,28,2024-04-18T19:29:00+00:00,2024-04-18T19:29:00+00:00,2024-04-18T19:57:00+00:00,2024-04-18T19:57:00+00:00,2024-04-18T19:57:00+00:00,Miami International Airport,America/New_York,MIA,KMIA,S,H10,4,,2024-04-18T22:43:00+00:00,2024-04-18T22:43:00+00:00,2024-04-18T22:15:00+00:00,2024-04-18T22:15:00+00:00,2024-04-18T22:15:00+00:00,N318DX,A321,A321,A364EA
2024-04-18DL742None,2024-04-18,landed,742,DL742,DAL742,Delta Air Lines,DL,DAL,La Guardia,America/New_York,LGA,KLGA,C,84,20,2024-04-18T19:40:00+00:00,2024-04-18T19:40:00+00:00,2024-04-18T19:59:00+00:00,2024-04-18T19:59:00+00:00,2024-04-18T19:59:00+00:00,"Charleston, AFB Municipal",America/New_York,CHS,KCHS,A,A3,,,2024-04-18T22:00:00+00:00,2024-04-18T22:00:00+00:00,2024-04-18T21:26:00+00:00,2024-04-18T21:26:00+00:00,2024-04-18T21:26:00+00:00,None,None,None,None
2024-04-18DL5315CRJ9,2024-04-18,landed,5315,DL5315,DAL5315,Delta Air Lines,DL,DAL,La Guardia,America/New_York,LGA,KLGA,C,94,14,2024-04-18T19:40:00+00:00,2024-04-18T19:40:00+00:00,2024-04-18T19:53:00+00:00,2024-04-18T19:53:00+00:00,2024-04-18T19:53:00+00:00,Pierre Elliott Trudeau International,America/Montreal,YUL,CYUL,F,C88,,,2024-04-18T21:22:00+00:00,2024-04-18T21:22:00+00:00,2024-04-18T20:55:00+00:00,2024-04-18T20:55:00+00:00,2024-04-18T20:55:00+00:00,N918XJ,CRJ9,CRJ9,ACB679
2024-04-18DL7885None,2024-04-18,active,7885,DL7885,DAL7885,Delta Air Lines,DL,DAL,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,261,45,2024-04-18T08:10:00+00:00,2024-04-18T08:10:00+00:00,2024-04-18T08:55:00+00:00,2024-04-18T08:55:00+00:00,2024-04-18T08:55:00+00:00,New Ulaanbaator International Airport,,UBN,ZMCK,,,,13,2024-04-18T10:50:00+00:00,2024-04-18T10:50:00+00:00,,,,None,None,None,None
2024-04-18DL6712None,2024-04-18,landed,6712,DL6712,DAL6712,Delta Air Lines,DL,DAL,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,,16,2024-04-18T22:40:00+00:00,2024-04-18T22:40:00+00:00,2024-04-18T22:55:00+00:00,2024-04-18T22:55:00+00:00,2024-04-18T22:55:00+00:00,Tancredo Neves International Airport,America/Sao_Paulo,CNF,SBCF,2,30,203,,2024-04-18T23:50:00+00:00,2024-04-18T23:50:00+00:00,2024-04-18T23:43:00+00:00,2024-04-18T23:43:00+00:00,2024-04-18T23:43:00+00:00,None,None,None,None
2024-04-18DL6266None,2024-04-18,landed,6266,DL6266,DAL6266,Delta Air Lines,DL,DAL,Simon Bolivar,America/Bogota,SMR,SKSM,1,,16,2024-04-18T21:42:00+00:00,2024-04-18T21:42:00+00:00,2024-04-18T21:57:00+00:00,2024-04-18T21:57:00+00:00,2024-04-18T21:57:00+00:00,El Nuevo Dorado International,America/Bogota,BOG,SKBO,1,,07,,2024-04-18T23:08:00+00:00,2024-04-18T23:08:00+00:00,2024-04-18T23:04:00+00:00,2024-04-18T23:04:00+00:00,2024-04-18T23:04:00+00:00,None,None,None,None
2024-04-18DL7867None,2024-04-18,landed,7867,DL7867,DAL7867,Delta Air Lines,DL,DAL,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,255,16,2024-04-18T08:10:00+00:00,2024-04-18T08:10:00+00:00,2024-04-18T08:25:00+00:00,2024-04-18T08:25:00+00:00,2024-04-18T08:25:00+00:00,Aomori,Asia/Tokyo,AOJ,RJSA,1,,,,2024-04-18T10:30:00+00:00,2024-04-18T10:30:00+00:00,2024-04-18T10:24:00+00:00,2024-04-18T10:24:00+00:00,2024-04-18T10:24:00+00:00,None,None,None,None
2024-04-18DL7805None,2024-04-18,landed,7805,DL7805,DAL7805,Delta Air Lines,DL,DAL,Seoul (Incheon),Asia/Seoul,ICN,RKSI,2,258,18,2024-04-18T08:10:00+00:00,2024-04-18T08:10:00+00:00,2024-04-18T08:27:00+00:00,2024-04-18T08:27:00+00:00,2024-04-18T08:27:00+00:00,Noibai International,Asia/Ho_Chi_Minh,HAN,VVNB,T2,,,,2024-04-18T10:55:00+00:00,2024-04-18T10:55:00+00:00,2024-04-18T10:36:00+00:00,2024-04-18T10:36:00+00:00,2024-04-18T10:36:00+00:00,None,None,None,None
2024-04-18DL9300None,2024-04-18,landed,9300,DL9300,DAL9300,Delta Air Lines,DL,DAL,Nantes Atlantique,Europe/Paris,NTE,LFRS,,,20,2024-04-18T12:00:00+00:00,2024-04-18T12:00:00+00:00,2024-04-18T12:19:00+00:00,2024-04-18T12:19:00+00:00,2024-04-18T12:19:00+00:00,Schiphol,Europe/Amsterdam,AMS,EHAM,2,B28,009,1,2024-04-18T13:35:00+00:00,2024-04-18T13:35:00+00:00,2024-04-18T13:35:00+00:00,2024-04-18T13:35:00+00:00,2024-04-18T13:35:00+00:00,None,None,None,None
2024-04-18DL8695None,2024-04-18,landed,8695,DL8695,DAL8695,Delta Air Lines,DL,DAL,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,F05,26,2024-04-18T11:15:00+00:00,2024-04-18T11:15:00+00:00,2024-04-18T11:40:00+00:00,2024-04-18T11:40:00+00:00,2024-04-18T11:40:00+00:00,Sale,Africa/Casablanca,RBA,GMME,1,,,,2024-04-18T13:10:00+00:00,2024-04-18T13:10:00+00:00,2024-04-18T13:00:00+00:00,2024-04-18T13:00:00+00:00,2024-04-18T13:00:00+00:00,None,None,None,None
2024-04-18DL7360None,2024-04-18,landed,7360,DL7360,DAL7360,Delta Air Lines,DL,DAL,El Nuevo Dorado International,America/Bogota,BOG,SKBO,1,C2,37,2024-04-18T21:58:00+00:00,2024-04-18T21:58:00+00:00,2024-04-18T22:34:00+00:00,2024-04-18T22:34:00+00:00,2024-04-18T22:34:00+00:00,Jose Maria Cordova,America/Bogota,MDE,SKRG,1,2,1,12,2024-04-18T22:54:00+00:00,2024-04-18T22:54:00+00:00,2024-04-18T23:06:00+00:00,2024-04-18T23:06:00+00:00,2024-04-18T23:06:00+00:00,None,None,None,None
2024-04-18DL5205None,2024-04-18,landed,5205,DL5205,DAL5205,Delta Air Lines,DL,DAL,Worcester Regional Airport,America/New_York,ORH,KORH,,04,9,2024-04-18T14:45:00+00:00,2024-04-18T14:45:00+00:00,2024-04-18T14:53:00+00:00,2024-04-18T14:53:00+00:00,2024-04-18T14:53:00+00:00,La Guardia,America/New_York,LGA,KLGA,C,67,5,,2024-04-18T16:05:00+00:00,2024-04-18T16:05:00+00:00,2024-04-18T15:33:00+00:00,2024-04-18T15:33:00+00:00,2024-04-18T15:33:00+00:00,None,None,None,None
2024-04-18DL2814None,2024-04-18,landed,2814,DL2814,DAL2814,Delta Air Lines,DL,DAL,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,D9,21,2024-04-18T22:40:00+00:00,2024-04-18T22:40:00+00:00,2024-04-18T23:01:00+00:00,2024-04-18T23:01:00+00:00,2024-04-18T23:01:00+00:00,Charlotte Douglas,America/New_York,CLT,KCLT,1,A12,2,,2024-04-18T23:49:00+00:00,2024-04-18T23:49:00+00:00,2024-04-18T23:41:00+00:00,2024-04-18T23:41:00+00:00,2024-04-18T23:41:00+00:00,None,None,None,None
2024-04-18DL2585None,2024-04-18,landed,2585,DL2585,DAL2585,Delta Air Lines,DL,DAL,NW Florida Beaches Int,America/Chicago,ECP,KECP,,4,8,2024-04-18T19:07:00+00:00,2024-04-18T19:07:00+00:00,2024-04-18T19:15:00+00:00,2024-04-18T19:15:00+00:00,2024-04-18T19:15:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,B6,6,,2024-04-18T21:23:00+00:00,2024-04-18T21:23:00+00:00,2024-04-18T20:58:00+00:00,2024-04-18T20:58:00+00:00,2024-04-18T20:58:00+00:00,None,None,None,None
2024-04-18DL9190None,2024-04-18,landed,9190,DL9190,DAL9190,Delta Air Lines,DL,DAL,Schiphol,Europe/Amsterdam,AMS,EHAM,1,D84,13,2024-04-18T10:15:00+00:00,2024-04-18T10:15:00+00:00,2024-04-18T10:27:00+00:00,2024-04-18T10:27:00+00:00,2024-04-18T10:27:00+00:00,Berlin Brandenburg Airport,+1,BER,EDDB,1,B06,B4,1,2024-04-18T11:30:00+00:00,2024-04-18T11:30:00+00:00,2024-04-18T11:22:00+00:00,2024-04-18T11:22:00+00:00,2024-04-18T11:22:00+00:00,None,None,None,None
