id,flight_date,flight_status,flight_number,flight_iata,flight_icao,airline_name,airline_iata,airline_icao,depart_airport,depart_timezone,depart_iata,depart_icao,depart_terminal,depart_gate,depart_delay,depart_scheduled,depart_estimated,depart_actual,depart_estimated_runway,depart_actual_runway,arrival_airport,arrival_timezone,arrival_iata,arrival_icao,arrival_terminal,arrival_gate,arrival_baggage,arrival_delay,arrival_scheduled,arrival_estimated,arrival_actual,arrival_estimated_runway,arrival_actual_runway,aircraft_registration,aircraft_iata,aircraft_icao,aircraft_icao24
2024-04-18DL9502None,2024-04-18,landed,9502,DL9502,DAL9502,Delta Air Lines,DL,DAL,Edinburgh,Europe/London,EDI,EGPH,,15,19,2024-04-18T09:10:00+00:00,2024-04-18T09:10:00+00:00,2024-04-18T09:29:00+00:00,2024-04-18T09:29:00+00:00,2024-04-18T09:29:00+00:00,Schiphol,Europe/Amsterdam,AMS,EHAM,2,D5,010,1,2024-04-18T11:35:00+00:00,2024-04-18T11:35:00+00:00,2024-04-18T11:36:00+00:00,2024-04-18T11:36:00+00:00,2024-04-18T11:36:00+00:00,None,None,None,None
2024-04-18DL157B763,2024-04-18,landed,157,DL157,DAL157,Delta Air Lines,DL,DAL,Kotoka,Africa/Accra,ACC,DGAA,3,C02,2,2024-04-18T09:00:00+00:00,2024-04-18T09:00:00+00:00,2024-04-18T09:02:00+00:00,2024-04-18T09:02:00+00:00,2024-04-18T09:02:00+00:00,John F Kennedy International,America/New_York,JFK,KJFK,4,B25,T4,,2024-04-18T16:30:00+00:00,2024-04-18T16:30:00+00:00,2024-04-18T16:00:00+00:00,2024-04-18T16:00:00+00:00,2024-04-18T16:00:00+00:00,N198DN,B763,B763,A1863B
2024-04-18DL9175None,2024-04-18,landed,9175,DL9175,DAL9175,Delta Air Lines,DL,DAL,Dyce,Europe/London,ABZ,EGPD,,1,22,2024-04-18T09:15:00+00:00,2024-04-18T09:15:00+00:00,2024-04-18T09:37:00+00:00,2024-04-18T09:37:00+00:00,2024-04-18T09:37:00+00:00,Schiphol,Europe/Amsterdam,AMS,EHAM,2,A08,010,3,2024-04-18T11:45:00+00:00,2024-04-18T11:45:00+00:00,2024-04-18T11:47:00+00:00,2024-04-18T11:47:00+00:00,2024-04-18T11:47:00+00:00,None,None,None,None
2024-04-18DL7409None,2024-04-18,active,7409,DL7409,DAL7409,Delta Air Lines,DL,DAL,Santos Dumont,America/Sao_Paulo,SDU,SBRJ,1,04,,2024-04-18T06:05:00+00:00,2024-04-18T06:05:00+00:00,2024-04-18T06:05:00+00:00,2024-04-18T06:05:00+00:00,2024-04-18T06:05:00+00:00,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,,,,2024-04-18T07:15:00+00:00,2024-04-18T07:15:00+00:00,,,,None,None,None,None
2024-04-18DL9624None,2024-04-18,landed,9624,DL9624,DAL9624,Delta Air Lines,DL,DAL,Schiphol,Europe/Amsterdam,AMS,EHAM,1,D74,22,2024-04-18T09:25:00+00:00,2024-04-18T09:25:00+00:00,2024-04-18T09:47:00+00:00,2024-04-18T09:47:00+00:00,2024-04-18T09:47:00+00:00,Mérignac,Europe/Paris,BOD,LFBD,B,01,4,3,2024-04-18T11:05:00+00:00,2024-04-18T11:05:00+00:00,2024-04-18T10:57:00+00:00,2024-04-18T10:57:00+00:00,2024-04-18T10:57:00+00:00,None,None,None,None
2024-04-18DL6108None,2024-04-18,landed,6108,DL6108,DAL6108,Delta Air Lines,DL,DAL,El Nuevo Dorado International,America/Bogota,BOG,SKBO,1,C8,22,2024-04-18T03:30:00+00:00,2024-04-18T03:30:00+00:00,2024-04-18T03:52:00+00:00,2024-04-18T03:52:00+00:00,2024-04-18T03:52:00+00:00,San Andres Island,America/Bogota,ADZ,SKSP,1,,,,2024-04-18T05:43:00+00:00,2024-04-18T05:43:00+00:00,2024-04-18T05:34:00+00:00,2024-04-18T05:34:00+00:00,2024-04-18T05:34:00+00:00,None,None,None,None
2024-04-18DL6104None,2024-04-18,landed,6104,DL6104,DAL6104,Delta Air Lines,DL,DAL,El Nuevo Dorado International,America/Bogota,BOG,SKBO,1,C9,19,2024-04-18T19:00:00+00:00,2024-04-18T19:00:00+00:00,2024-04-18T19:19:00+00:00,2024-04-18T19:19:00+00:00,2024-04-18T19:19:00+00:00,Matecana,America/Bogota,PEI,SKPE,1,,,,2024-04-18T19:57:00+00:00,2024-04-18T19:57:00+00:00,2024-04-18T19:50:00+00:00,2024-04-18T19:50:00+00:00,2024-04-18T19:50:00+00:00,None,None,None,None
2024-04-18DL2790A320,2024-04-18,landed,2790,DL2790,DAL2790,Delta Air Lines,DL,DAL,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,EM,A25,27,2024-04-18T08:40:00+00:00,2024-04-18T08:40:00+00:00,2024-04-18T09:06:00+00:00,2024-04-18T09:06:00+00:00,2024-04-18T09:06:00+00:00,Louis Armstrong New Orléans International Airport,America/Chicago,MSY,KMSY,N,C4,2,2,2024-04-18T10:15:00+00:00,2024-04-18T10:15:00+00:00,2024-04-18T10:05:00+00:00,2024-04-18T10:05:00+00:00,2024-04-18T10:05:00+00:00,N377NW,A320,A320,A44F0D
2024-04-18DL8336None,2024-04-18,landed,8336,DL8336,DAL8336,Delta Air Lines,DL,DAL,Billund,Europe/Copenhagen,BLL,EKBI,,10,25,2024-04-18T11:05:00+00:00,2024-04-18T11:05:00+00:00,2024-04-18T11:29:00+00:00,2024-04-18T11:29:00+00:00,2024-04-18T11:29:00+00:00,Charles De Gaulle,Europe/Paris,CDG,LFPG,2G,,1G,4,2024-04-18T12:55:00+00:00,2024-04-18T12:55:00+00:00,2024-04-18T12:49:00+00:00,2024-04-18T12:49:00+00:00,2024-04-18T12:49:00+00:00,None,None,None,None
2024-04-18DL6245None,2024-04-18,scheduled,6245,DL6245,DAL6245,Delta Air Lines,DL,DAL,Palmares,America/Maceio,MCZ,SBMO,1,8,,2024-04-18T05:45:00+00:00,2024-04-18T05:45:00+00:00,,,,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,,,,2024-04-18T08:55:00+00:00,2024-04-18T08:55:00+00:00,,,,None,None,None,None
2024-04-18DL7512None,2024-04-18,unknown,7512,DL7512,DAL7512,Delta Air Lines,DL,DAL,Menara,Africa/Casablanca,RAK,GMMX,1,,,2024-04-18T09:50:00+00:00,2024-04-18T09:50:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,2,,,,2024-04-18T14:35:00+00:00,2024-04-18T14:35:00+00:00,,,,None,None,None,None
2024-04-18DL1597None,2024-04-18,landed,1597,DL1597,DAL1597,Delta Air Lines,DL,DAL,Austin-bergstrom International,America/Chicago,AUS,KAUS,,10,14,2024-04-18T18:33:00+00:00,2024-04-18T18:33:00+00:00,2024-04-18T18:47:00+00:00,2024-04-18T18:47:00+00:00,2024-04-18T18:47:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,A25,7,,2024-04-18T21:47:00+00:00,2024-04-18T21:47:00+00:00,2024-04-18T21:44:00+00:00,2024-04-18T21:44:00+00:00,2024-04-18T21:44:00+00:00,None,None,None,None
2024-04-18DL1107None,2024-04-18,scheduled,1107,DL1107,DAL1107,Delta Air Lines,DL,DAL,Austin-bergstrom International,America/Chicago,AUS,KAUS,,7,126,2024-04-18T18:30:00+00:00,2024-04-18T18:30:00+00:00,2024-04-18T20:35:00+00:00,2024-04-18T20:35:00+00:00,2024-04-18T20:35:00+00:00,John F Kennedy International,America/New_York,JFK,KJFK,4,B20,T4,77,2024-04-18T23:25:00+00:00,2024-04-18T23:25:00+00:00,,,,None,None,None,None
2024-04-18DL466A321,2024-04-18,landed,466,DL466,DAL466,Delta Air Lines,DL,DAL,Mc Carran International,America/Los_Angeles,LAS,KLAS,1,D43,25,2024-04-18T16:55:00+00:00,2024-04-18T16:55:00+00:00,2024-04-18T17:19:00+00:00,2024-04-18T17:19:00+00:00,2024-04-18T17:19:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,T8,1,,2024-04-18T23:51:00+00:00,2024-04-18T23:51:00+00:00,2024-04-18T23:38:00+00:00,2024-04-18T23:38:00+00:00,2024-04-18T23:38:00+00:00,N325DN,A321,A321,A3813B
2024-04-18DL6281None,2024-04-18,scheduled,6281,DL6281,DAL6281,Delta Air Lines,DL,DAL,El Nuevo Dorado International,America/Bogota,BOG,SKBO,1,C7B,80,2024-04-18T18:26:00+00:00,2024-04-18T18:26:00+00:00,2024-04-18T19:46:00+00:00,2024-04-18T19:46:00+00:00,2024-04-18T19:46:00+00:00,Jose Maria Cordova,America/Bogota,MDE,SKRG,1,,,60,2024-04-18T19:22:00+00:00,2024-04-18T19:22:00+00:00,,,,None,None,None,None
2024-04-18DL717BCS3,2024-04-18,active,717,DL717,DAL717,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A10,253,2024-04-18T17:15:00+00:00,2024-04-18T17:15:00+00:00,,,,San Francisco International,America/Los_Angeles,SFO,KSFO,2,C11,2,,2024-04-18T18:23:00+00:00,2024-04-18T18:23:00+00:00,,,,N305DU,BCS3,BCS3,A33243
2024-04-18DL1257None,2024-04-18,landed,1257,DL1257,DAL1257,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A4,5,2024-04-18T17:15:00+00:00,2024-04-18T17:15:00+00:00,2024-04-18T17:19:00+00:00,2024-04-18T17:19:00+00:00,2024-04-18T17:19:00+00:00,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,G12,8,,2024-04-18T20:48:00+00:00,2024-04-18T20:48:00+00:00,2024-04-18T20:13:00+00:00,2024-04-18T20:13:00+00:00,2024-04-18T20:13:00+00:00,None,None,None,None
2024-04-18DL7544None,2024-04-18,landed,7544,DL7544,DAL7544,Delta Air Lines,DL,DAL,Schiphol,Europe/Amsterdam,AMS,EHAM,2,E5,13,2024-04-18T20:35:00+00:00,2024-04-18T20:35:00+00:00,2024-04-18T20:48:00+00:00,2024-04-18T20:48:00+00:00,2024-04-18T20:48:00+00:00,Jomo Kenyatta International,Africa/Nairobi,NBO,HKJK,1A,,,,2024-04-19T06:10:00+00:00,2024-04-19T06:10:00+00:00,2024-04-19T05:24:00+00:00,2024-04-19T05:24:00+00:00,2024-04-19T05:24:00+00:00,None,None,None,None
2024-04-18DL8620None,2024-04-18,landed,8620,DL8620,DAL8620,Delta Air Lines,DL,DAL,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,F28,71,2024-04-18T20:15:00+00:00,2024-04-18T20:15:00+00:00,2024-04-18T21:25:00+00:00,2024-04-18T21:25:00+00:00,2024-04-18T21:25:00+00:00,Leonardo Da Vinci (Fiumicino),Europe/Rome,FCO,LIRF,1,,,46,2024-04-18T22:15:00+00:00,2024-04-18T22:15:00+00:00,2024-04-18T23:01:00+00:00,2024-04-18T23:01:00+00:00,2024-04-18T23:01:00+00:00,None,None,None,None
2024-04-18DL8202None,2024-04-18,scheduled,8202,DL8202,DAL8202,Delta Air Lines,DL,DAL,Charles De Gaulle,Europe/Paris,CDG,LFPG,2E,L53,,2024-04-18T20:10:00+00:00,2024-04-18T20:10:00+00:00,,,,Cairo International Airport,Africa/Cairo,CAI,HECA,2,,,,2024-04-19T00:30:00+00:00,2024-04-19T00:30:00+00:00,,,,None,None,None,None
2024-04-18DL799B739,2024-04-18,landed,799,DL799,DAL799,Delta Air Lines,DL,DAL,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,G12,4,2024-04-18T18:15:00+00:00,2024-04-18T18:15:00+00:00,2024-04-18T18:19:00+00:00,2024-04-18T18:19:00+00:00,2024-04-18T18:19:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,A32,7,,2024-04-18T21:47:00+00:00,2024-04-18T21:47:00+00:00,2024-04-18T21:21:00+00:00,2024-04-18T21:21:00+00:00,2024-04-18T21:21:00+00:00,N916DU,B739,B739,ACAD53
2024-04-18DL1244None,2024-04-18,landed,1244,DL1244,DAL1244,Delta Air Lines,DL,DAL,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,G22,5,2024-04-18T18:15:00+00:00,2024-04-18T18:15:00+00:00,2024-04-18T18:20:00+00:00,2024-04-18T18:20:00+00:00,2024-04-18T18:20:00+00:00,Salt Lake City International,America/Denver,SLC,KSLC,3,A18,,,2024-04-18T20:14:00+00:00,2024-04-18T20:14:00+00:00,2024-04-18T20:01:00+00:00,2024-04-18T20:01:00+00:00,2024-04-18T20:01:00+00:00,None,None,None,None
2024-04-18DL4111None,2024-04-18,scheduled,4111,DL4111,DAL4111,Delta Air Lines,DL,DAL,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,C22,61,2024-04-18T18:19:00+00:00,2024-04-18T18:19:00+00:00,2024-04-18T19:20:00+00:00,2024-04-18T19:20:00+00:00,2024-04-18T19:20:00+00:00,Mid-Continent,America/Chicago,ICT,KICT,1,01,,38,2024-04-18T20:08:00+00:00,2024-04-18T20:08:00+00:00,,,,None,None,None,None
2024-04-18DL1261None,2024-04-18,landed,1261,DL1261,DAL1261,Delta Air Lines,DL,DAL,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,G1,7,2024-04-18T18:25:00+00:00,2024-04-18T18:25:00+00:00,2024-04-18T18:31:00+00:00,2024-04-18T18:31:00+00:00,2024-04-18T18:31:00+00:00,Glacier Park International,America/Denver,FCA,KGPI,,02,,,2024-04-18T20:20:00+00:00,2024-04-18T20:20:00+00:00,2024-04-18T19:49:00+00:00,2024-04-18T19:49:00+00:00,2024-04-18T19:49:00+00:00,None,None,None,None
2024-04-18DL1281B753,2024-04-18,landed,1281,DL1281,DAL1281,Delta Air Lines,DL,DAL,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,F13,12,2024-04-18T18:25:00+00:00,2024-04-18T18:25:00+00:00,2024-04-18T18:36:00+00:00,2024-04-18T18:36:00+00:00,2024-04-18T18:36:00+00:00,Orlando International,America/New_York,MCO,KMCO,B,82,30,,2024-04-18T22:38:00+00:00,2024-04-18T22:38:00+00:00,2024-04-18T22:17:00+00:00,2024-04-18T22:17:00+00:00,2024-04-18T22:17:00+00:00,N589NW,B753,B753,A79898
2024-04-18DL1285BCS3,2024-04-18,scheduled,1285,DL1285,DAL1285,Delta Air Lines,DL,DAL,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,F16,52,2024-04-18T18:25:00+00:00,2024-04-18T18:25:00+00:00,2024-04-18T19:17:00+00:00,2024-04-18T19:17:00+00:00,2024-04-18T19:17:00+00:00,John Wayne,America/Los_Angeles,SNA,KSNA,A,2,2,41,2024-04-18T20:25:00+00:00,2024-04-18T20:25:00+00:00,,,,N307DU,BCS3,BCS3,A339B1
2024-04-18DL1358None,2024-04-18,landed,1358,DL1358,DAL1358,Delta Air Lines,DL,DAL,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,F11,4,2024-04-18T18:25:00+00:00,2024-04-18T18:25:00+00:00,2024-04-18T18:28:00+00:00,2024-04-18T18:28:00+00:00,2024-04-18T18:28:00+00:00,Sacramento International,America/Los_Angeles,SMF,KSMF,A,1,,,2024-04-18T20:20:00+00:00,2024-04-18T20:20:00+00:00,2024-04-18T20:08:00+00:00,2024-04-18T20:08:00+00:00,2024-04-18T20:08:00+00:00,None,None,None,None
2024-04-18DL1514A321,2024-04-18,landed,1514,DL1514,DAL1514,Delta Air Lines,DL,DAL,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,G21,13,2024-04-18T18:25:00+00:00,2024-04-18T18:25:00+00:00,2024-04-18T18:37:00+00:00,2024-04-18T18:37:00+00:00,2024-04-18T18:37:00+00:00,Sky Harbor International,America/Phoenix,PHX,KPHX,3,F6,4,,2024-04-18T19:49:00+00:00,2024-04-18T19:49:00+00:00,2024-04-18T19:47:00+00:00,2024-04-18T19:47:00+00:00,2024-04-18T19:47:00+00:00,N389DN,A321,A321,A47D11
2024-04-18DL2031B752,2024-04-18,scheduled,2031,DL2031,DAL2031,Delta Air Lines,DL,DAL,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,G18,118,2024-04-18T18:25:00+00:00,2024-04-18T18:25:00+00:00,2024-04-18T20:22:00+00:00,2024-04-18T20:22:00+00:00,2024-04-18T20:22:00+00:00,Los Angeles International,America/Los_Angeles,LAX,KLAX,3,34,23,97,2024-04-18T20:26:00+00:00,2024-04-18T20:26:00+00:00,,,,N6713Y,B752,B752,A8E247
2024-04-18DL3906CRJ9,2024-04-18,landed,3906,DL3906,DAL3906,Delta Air Lines,DL,DAL,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,A6,18,2024-04-18T18:25:00+00:00,2024-04-18T18:25:00+00:00,2024-04-18T18:42:00+00:00,2024-04-18T18:42:00+00:00,2024-04-18T18:42:00+00:00,South Bend Regional,America/Indiana/Indianapolis,SBN,KSBN,,A5,,,2024-04-18T20:51:00+00:00,2024-04-18T20:51:00+00:00,2024-04-18T20:46:00+00:00,2024-04-18T20:46:00+00:00,2024-04-18T20:46:00+00:00,N806SK,CRJ9,CRJ9,AAF9C1
2024-04-18DL852None,2024-04-18,landed,852,DL852,DAL852,Delta Air Lines,DL,DAL,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,F8,12,2024-04-18T18:30:00+00:00,2024-04-18T18:30:00+00:00,2024-04-18T18:41:00+00:00,2024-04-18T18:41:00+00:00,2024-04-18T18:41:00+00:00,Southwest Florida International,America/New_York,RSW,KRSW,B,B3,,,2024-04-18T22:55:00+00:00,2024-04-18T22:55:00+00:00,2024-04-18T22:32:00+00:00,2024-04-18T22:32:00+00:00,2024-04-18T22:32:00+00:00,None,None,None,None
2024-04-18DL1219A321,2024-04-18,landed,1219,DL1219,DAL1219,Delta Air Lines,DL,DAL,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,G13,13,2024-04-18T18:30:00+00:00,2024-04-18T18:30:00+00:00,2024-04-18T18:43:00+00:00,2024-04-18T18:43:00+00:00,2024-04-18T18:43:00+00:00,San Diego International Airport,America/Los_Angeles,SAN,KSAN,2,47,,3,2024-04-18T20:21:00+00:00,2024-04-18T20:21:00+00:00,2024-04-18T20:24:00+00:00,2024-04-18T20:24:00+00:00,2024-04-18T20:24:00+00:00,N383DZ,A321,A321,A466D2
