id,flight_date,flight_status,flight_number,flight_iata,flight_icao,airline_name,airline_iata,airline_icao,depart_airport,depart_timezone,depart_iata,depart_icao,depart_terminal,depart_gate,depart_delay,depart_scheduled,depart_estimated,depart_actual,depart_estimated_runway,depart_actual_runway,arrival_airport,arrival_timezone,arrival_iata,arrival_icao,arrival_terminal,arrival_gate,arrival_baggage,arrival_delay,arrival_scheduled,arrival_estimated,arrival_actual,arrival_estimated_runway,arrival_actual_runway,aircraft_registration,aircraft_iata,aircraft_icao,aircraft_icao24
2024-04-15DL45B763,2024-04-15,landed,45,DL45,DAL45,Delta Air Lines,DL,DAL,Dublin International,Europe/Dublin,DUB,EIDW,2,406,11,2024-04-15T10:00:00+00:00,2024-04-15T10:00:00+00:00,2024-04-15T10:10:00+00:00,2024-04-15T10:10:00+00:00,2024-04-15T10:10:00+00:00,John F Kennedy International,America/New_York,JFK,KJFK,4,B35,T4,,2024-04-15T12:40:00+00:00,2024-04-15T12:40:00+00:00,2024-04-15T12:08:00+00:00,2024-04-15T12:08:00+00:00,2024-04-15T12:08:00+00:00,N1602,B763,B763,A0F44C
2024-04-15DL6005None,2024-04-15,active,6005,DL6005,DAL6005,Delta Air Lines,DL,DAL,Presidente Juscelino Kubitschek,America/Sao_Paulo,BSB,SBBR,1,50,9,2024-04-15T05:40:00+00:00,2024-04-15T05:40:00+00:00,,,,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,,,,2024-04-15T07:30:00+00:00,2024-04-15T07:30:00+00:00,,,,None,None,None,None
2024-04-15DL2314A319,2024-04-15,landed,2314,DL2314,DAL2314,Delta Air Lines,DL,DAL,Portland International,America/Los_Angeles,PDX,KPDX,,D9,3,2024-04-15T17:00:00+00:00,2024-04-15T17:00:00+00:00,2024-04-15T17:03:00+00:00,2024-04-15T17:03:00+00:00,2024-04-15T17:03:00+00:00,Los Angeles International,America/Los_Angeles,LAX,KLAX,2,23B,26,,2024-04-15T19:25:00+00:00,2024-04-15T19:25:00+00:00,2024-04-15T18:56:00+00:00,2024-04-15T18:56:00+00:00,2024-04-15T18:56:00+00:00,N349NB,A319,A319,A3DFEB
2024-04-15DL3688None,2024-04-15,landed,3688,DL3688,DAL3688,Delta Air Lines,DL,DAL,Seattle-Tacoma International,America/Los_Angeles,SEA,KSEA,,A7,13,2024-04-15T16:59:00+00:00,2024-04-15T16:59:00+00:00,2024-04-15T17:11:00+00:00,2024-04-15T17:11:00+00:00,2024-04-15T17:11:00+00:00,Boise Air Terminal/Gowen Field,America/Boise,BOI,KBOI,1,B20,,,2024-04-15T19:19:00+00:00,2024-04-15T19:19:00+00:00,2024-04-15T19:15:00+00:00,2024-04-15T19:15:00+00:00,2024-04-15T19:15:00+00:00,None,None,None,None
2024-04-15DL2050A321,2024-04-15,landed,2050,DL2050,DAL2050,Delta Air Lines,DL,DAL,Buffalo Niagara International,America/New_York,BUF,KBUF,,23,,2024-04-15T19:22:00+00:00,2024-04-15T19:22:00+00:00,2024-04-15T19:22:00+00:00,2024-04-15T19:22:00+00:00,2024-04-15T19:22:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,B4,6,,2024-04-15T21:37:00+00:00,2024-04-15T21:37:00+00:00,2024-04-15T20:57:00+00:00,2024-04-15T20:57:00+00:00,2024-04-15T20:57:00+00:00,N330DX,A321,A321,A39630
2024-04-15DL1124B739,2024-04-15,landed,1124,DL1124,DAL1124,Delta Air Lines,DL,DAL,Southwest Florida International,America/New_York,RSW,KRSW,,C7,7,2024-04-15T19:53:00+00:00,2024-04-15T19:53:00+00:00,2024-04-15T19:59:00+00:00,2024-04-15T19:59:00+00:00,2024-04-15T19:59:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,D8A,2,,2024-04-15T21:44:00+00:00,2024-04-15T21:44:00+00:00,2024-04-15T21:20:00+00:00,2024-04-15T21:20:00+00:00,2024-04-15T21:20:00+00:00,N935DZ,B739,B739,ACF89F
2024-04-15DL2762None,2024-04-15,landed,2762,DL2762,DAL2762,Delta Air Lines,DL,DAL,Melbourne International Airport,America/New_York,MLB,KMLB,,01,14,2024-04-15T20:00:00+00:00,2024-04-15T20:00:00+00:00,2024-04-15T19:57:00+00:00,2024-04-15T19:57:00+00:00,2024-04-15T19:57:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,D6,2,,2024-04-15T21:39:00+00:00,2024-04-15T21:39:00+00:00,2024-04-15T21:06:00+00:00,2024-04-15T21:06:00+00:00,2024-04-15T21:06:00+00:00,None,None,None,None
2024-04-15DL1324None,2024-04-15,landed,1324,DL1324,DAL1324,Delta Air Lines,DL,DAL,Southwest Florida International,America/New_York,RSW,KRSW,,C6,14,2024-04-15T20:07:00+00:00,2024-04-15T20:07:00+00:00,2024-04-15T19:57:00+00:00,2024-04-15T19:57:00+00:00,2024-04-15T19:57:00+00:00,Detroit Metropolitan Wayne County,America/Detroit,DTW,KDTW,EM,A8,10,,2024-04-15T23:02:00+00:00,2024-04-15T23:02:00+00:00,2024-04-15T22:30:00+00:00,2024-04-15T22:30:00+00:00,2024-04-15T22:30:00+00:00,None,None,None,None
2024-04-15DL4050None,2024-04-15,landed,4050,DL4050,DAL4050,Delta Air Lines,DL,DAL,Rochester International Airport,America/Chicago,RST,KRST,,02,5,2024-04-15T18:20:00+00:00,2024-04-15T18:20:00+00:00,2024-04-15T18:24:00+00:00,2024-04-15T18:24:00+00:00,2024-04-15T18:24:00+00:00,Minneapolis - St. Paul International,America/Chicago,MSP,KMSP,1,C10,6,,2024-04-15T19:12:00+00:00,2024-04-15T19:12:00+00:00,2024-04-15T18:53:00+00:00,2024-04-15T18:53:00+00:00,2024-04-15T18:53:00+00:00,None,None,None,None
2024-04-15DL5705None,2024-04-15,landed,5705,DL5705,DAL5705,Delta Air Lines,DL,DAL,Buffalo Niagara International,America/New_York,BUF,KBUF,,20,8,2024-04-15T19:55:00+00:00,2024-04-15T19:55:00+00:00,2024-04-15T20:02:00+00:00,2024-04-15T20:02:00+00:00,2024-04-15T20:02:00+00:00,John F Kennedy International,America/New_York,JFK,KJFK,4,A15,,,2024-04-15T21:39:00+00:00,2024-04-15T21:39:00+00:00,2024-04-15T21:03:00+00:00,2024-04-15T21:03:00+00:00,2024-04-15T21:03:00+00:00,None,None,None,None
2024-04-15DL2400B739,2024-04-15,landed,2400,DL2400,DAL2400,Delta Air Lines,DL,DAL,Louisville International (Standiford Field),America/Kentucky/Louisville,SDF,KSDF,,A5,15,2024-04-15T20:18:00+00:00,2024-04-15T20:18:00+00:00,2024-04-15T20:14:00+00:00,2024-04-15T20:14:00+00:00,2024-04-15T20:14:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,T8,1,,2024-04-15T21:50:00+00:00,2024-04-15T21:50:00+00:00,2024-04-15T21:10:00+00:00,2024-04-15T21:10:00+00:00,2024-04-15T21:10:00+00:00,N902DN,B739,B739,AC76F2
2024-04-15DL1109None,2024-04-15,landed,1109,DL1109,DAL1109,Delta Air Lines,DL,DAL,Albuquerque International,America/Denver,ABQ,KABQ,,B10,2,2024-04-15T16:29:00+00:00,2024-04-15T16:29:00+00:00,2024-04-15T16:31:00+00:00,2024-04-15T16:31:00+00:00,2024-04-15T16:31:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,C43,2,,2024-04-15T21:29:00+00:00,2024-04-15T21:29:00+00:00,2024-04-15T20:58:00+00:00,2024-04-15T20:58:00+00:00,2024-04-15T20:58:00+00:00,None,None,None,None
2024-04-15DL1603None,2024-04-15,landed,1603,DL1603,DAL1603,Delta Air Lines,DL,DAL,Mc Carran International,America/Los_Angeles,LAS,KLAS,1,D34,12,2024-04-15T17:59:00+00:00,2024-04-15T17:59:00+00:00,2024-04-15T18:11:00+00:00,2024-04-15T18:11:00+00:00,2024-04-15T18:11:00+00:00,Los Angeles International,America/Los_Angeles,LAX,KLAX,2,24,24,,2024-04-15T19:18:00+00:00,2024-04-15T19:18:00+00:00,2024-04-15T18:54:00+00:00,2024-04-15T18:54:00+00:00,2024-04-15T18:54:00+00:00,None,None,None,None
2024-04-15DL2567A321,2024-04-15,landed,2567,DL2567,DAL2567,Delta Air Lines,DL,DAL,Mc Carran International,America/Los_Angeles,LAS,KLAS,1,D36,22,2024-04-15T17:45:00+00:00,2024-04-15T17:45:00+00:00,2024-04-15T18:06:00+00:00,2024-04-15T18:06:00+00:00,2024-04-15T18:06:00+00:00,Salt Lake City International,America/Denver,SLC,KSLC,1,A24,,4,2024-04-15T20:13:00+00:00,2024-04-15T20:13:00+00:00,2024-04-15T20:16:00+00:00,2024-04-15T20:16:00+00:00,2024-04-15T20:16:00+00:00,N370DN,A321,A321,A43423
2024-04-15DL6031None,2024-04-15,landed,6031,DL6031,DAL6031,Delta Air Lines,DL,DAL,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,218,14,2024-04-15T22:25:00+00:00,2024-04-15T22:25:00+00:00,2024-04-15T22:39:00+00:00,2024-04-15T22:39:00+00:00,2024-04-15T22:39:00+00:00,Palmares,America/Maceio,MCZ,SBMO,T1,E01,,,2024-04-16T01:15:00+00:00,2024-04-16T01:15:00+00:00,2024-04-16T01:04:00+00:00,2024-04-16T01:04:00+00:00,2024-04-16T01:04:00+00:00,None,None,None,None
2024-04-15DL2576None,2024-04-15,landed,2576,DL2576,DAL2576,Delta Air Lines,DL,DAL,"Charleston, AFB Municipal",America/New_York,CHS,KCHS,,A5,14,2024-04-15T20:22:00+00:00,2024-04-15T20:22:00+00:00,2024-04-15T20:36:00+00:00,2024-04-15T20:36:00+00:00,2024-04-15T20:36:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,B33,4,,2024-04-15T21:44:00+00:00,2024-04-15T21:44:00+00:00,2024-04-15T21:22:00+00:00,2024-04-15T21:22:00+00:00,2024-04-15T21:22:00+00:00,None,None,None,None
2024-04-15DL8030None,2024-04-15,landed,8030,DL8030,DAL8030,Delta Air Lines,DL,DAL,Internacional Benito Juarez,America/Mexico_City,MEX,MMMX,2,71,56,2024-04-15T15:55:00+00:00,2024-04-15T15:55:00+00:00,2024-04-15T16:50:00+00:00,2024-04-15T16:50:00+00:00,2024-04-15T16:50:00+00:00,Gen Pesqueira Garcia,America/Hermosillo,HMO,MMHO,A,7,,8,2024-04-15T18:03:00+00:00,2024-04-15T18:03:00+00:00,2024-04-15T18:10:00+00:00,2024-04-15T18:10:00+00:00,2024-04-15T18:10:00+00:00,None,None,None,None
2024-04-15DL6134None,2024-04-15,landed,6134,DL6134,DAL6134,Delta Air Lines,DL,DAL,Salgado Filho,America/Sao_Paulo,POA,SBPA,1,106,9,2024-04-15T06:05:00+00:00,2024-04-15T06:05:00+00:00,2024-04-15T06:14:00+00:00,2024-04-15T06:14:00+00:00,2024-04-15T06:14:00+00:00,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,,,,2024-04-15T07:50:00+00:00,2024-04-15T07:50:00+00:00,2024-04-15T07:35:00+00:00,2024-04-15T07:35:00+00:00,2024-04-15T07:35:00+00:00,None,None,None,None
2024-04-15DL9345None,2024-04-15,landed,9345,DL9345,DAL9345,Delta Air Lines,DL,DAL,Schiphol,Europe/Amsterdam,AMS,EHAM,2,D6,16,2024-04-15T09:25:00+00:00,2024-04-15T09:25:00+00:00,2024-04-15T09:40:00+00:00,2024-04-15T09:40:00+00:00,2024-04-15T09:40:00+00:00,London City Airport,Europe/London,LCY,EGLC,1,,01,,2024-04-15T09:30:00+00:00,2024-04-15T09:30:00+00:00,2024-04-15T09:26:00+00:00,2024-04-15T09:26:00+00:00,2024-04-15T09:26:00+00:00,None,None,None,None
2024-04-15DL6004None,2024-04-15,active,6004,DL6004,DAL6004,Delta Air Lines,DL,DAL,Londrina,America/Sao_Paulo,LDB,SBLO,,,2,2024-04-15T05:50:00+00:00,2024-04-15T05:50:00+00:00,2024-04-15T05:52:00+00:00,2024-04-15T05:52:00+00:00,2024-04-15T05:52:00+00:00,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,,,,2024-04-15T07:10:00+00:00,2024-04-15T07:10:00+00:00,,,,None,None,None,None
2024-04-15DL6014None,2024-04-15,landed,6014,DL6014,DAL6014,Delta Air Lines,DL,DAL,Londrina,America/Sao_Paulo,LDB,SBLO,,,2,2024-04-15T05:50:00+00:00,2024-04-15T05:50:00+00:00,2024-04-15T05:52:00+00:00,2024-04-15T05:52:00+00:00,2024-04-15T05:52:00+00:00,Aeroporto Internacional Guarulhos,America/Sao_Paulo,GRU,SBGR,2,,,,2024-04-15T07:10:00+00:00,2024-04-15T07:10:00+00:00,2024-04-15T06:44:00+00:00,2024-04-15T06:44:00+00:00,2024-04-15T06:44:00+00:00,None,None,None,None
2024-04-15DL559A321,2024-04-15,landed,559,DL559,DAL559,Delta Air Lines,DL,DAL,Denver International,America/Denver,DEN,KDEN,,A50,10,2024-04-15T08:05:00+00:00,2024-04-15T08:05:00+00:00,2024-04-15T08:14:00+00:00,2024-04-15T08:14:00+00:00,2024-04-15T08:14:00+00:00,Hartsfield-jackson Atlanta International,America/New_York,ATL,KATL,S,B31,4,,2024-04-15T13:03:00+00:00,2024-04-15T13:03:00+00:00,2024-04-15T12:30:00+00:00,2024-04-15T12:30:00+00:00,2024-04-15T12:30:00+00:00,N368DN,A321,A321,A42A5C
2024-04-15DL7501None,2024-04-15,landed,7501,DL7501,DAL7501,Delta Air Lines,DL,DAL,Macedonia International,Europe/Athens,SKG,LGTS,,14,14,2024-04-15T11:35:00+00:00,2024-04-15T11:35:00+00:00,2024-04-15T11:48:00+00:00,2024-04-15T11:48:00+00:00,2024-04-15T11:48:00+00:00,Schiphol,Europe/Amsterdam,AMS,EHAM,1,C18,016,,2024-04-15T13:40:00+00:00,2024-04-15T13:40:00+00:00,2024-04-15T13:30:00+00:00,2024-04-15T13:30:00+00:00,2024-04-15T13:30:00+00:00,None,None,None,None
2024-04-15DL8288None,2024-04-15,landed,8288,DL8288,DAL8288,Delta Air Lines,DL,DAL,Marseille Provence Airport,Europe/Paris,MRS,LFML,1A,43,15,2024-04-15T10:00:00+00:00,2024-04-15T10:00:00+00:00,2024-04-15T10:14:00+00:00,2024-04-15T10:14:00+00:00,2024-04-15T10:14:00+00:00,Charles De Gaulle,Europe/Paris,CDG,LFPG,2F,,22,,2024-04-15T11:30:00+00:00,2024-04-15T11:30:00+00:00,2024-04-15T11:19:00+00:00,2024-04-15T11:19:00+00:00,2024-04-15T11:19:00+00:00,None,None,None,None
2024-04-15DL9502None,2024-04-15,active,9502,DL9502,DAL9502,Delta Air Lines,DL,DAL,Edinburgh,Europe/London,EDI,EGPH,,11,125,2024-04-15T09:10:00+00:00,2024-04-15T09:10:00+00:00,,,,Schiphol,Europe/Amsterdam,AMS,EHAM,2,D52,011,,2024-04-15T11:35:00+00:00,2024-04-15T11:35:00+00:00,,,,None,None,None,None
2024-04-15DL3896None,2024-04-15,landed,3896,DL3896,DAL3896,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A38,15,2024-04-15T14:00:00+00:00,2024-04-15T14:00:00+00:00,2024-04-15T14:15:00+00:00,2024-04-15T14:15:00+00:00,2024-04-15T14:15:00+00:00,Eppley Airfield,America/Chicago,OMA,KOMA,C,A2,,,2024-04-15T17:16:00+00:00,2024-04-15T17:16:00+00:00,2024-04-15T17:12:00+00:00,2024-04-15T17:12:00+00:00,2024-04-15T17:12:00+00:00,None,None,None,None
2024-04-15DL1152None,2024-04-15,landed,1152,DL1152,DAL1152,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A33,21,2024-04-15T14:00:00+00:00,2024-04-15T14:00:00+00:00,2024-04-15T14:20:00+00:00,2024-04-15T14:20:00+00:00,2024-04-15T14:20:00+00:00,Nashville International,America/Chicago,BNA,KBNA,C,B7,,,2024-04-15T18:18:00+00:00,2024-04-15T18:18:00+00:00,2024-04-15T18:06:00+00:00,2024-04-15T18:06:00+00:00,2024-04-15T18:06:00+00:00,None,None,None,None
2024-04-15DL2294BCS1,2024-04-15,landed,2294,DL2294,DAL2294,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A11,11,2024-04-15T13:59:00+00:00,2024-04-15T13:59:00+00:00,2024-04-15T14:10:00+00:00,2024-04-15T14:10:00+00:00,2024-04-15T14:10:00+00:00,Dallas/Fort Worth International,America/Chicago,DFW,KDFW,E,E15,E14,,2024-04-15T17:35:00+00:00,2024-04-15T17:35:00+00:00,2024-04-15T17:24:00+00:00,2024-04-15T17:24:00+00:00,2024-04-15T17:24:00+00:00,N101DU,BCS1,BCS1,A008C9
2024-04-15DL2090None,2024-04-15,landed,2090,DL2090,DAL2090,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A2,12,2024-04-15T13:55:00+00:00,2024-04-15T13:55:00+00:00,2024-04-15T14:07:00+00:00,2024-04-15T14:07:00+00:00,2024-04-15T14:07:00+00:00,Lambert-St. Louis International,America/Chicago,STL,KSTL,1,A4,,,2024-04-15T17:42:00+00:00,2024-04-15T17:42:00+00:00,2024-04-15T17:24:00+00:00,2024-04-15T17:24:00+00:00,2024-04-15T17:24:00+00:00,None,None,None,None
2024-04-15DL1263BCS3,2024-04-15,landed,1263,DL1263,DAL1263,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A1,17,2024-04-15T13:55:00+00:00,2024-04-15T13:55:00+00:00,2024-04-15T14:11:00+00:00,2024-04-15T14:11:00+00:00,2024-04-15T14:11:00+00:00,Kansas City International Airport,America/Chicago,MCI,KMCI,2,B40,,,2024-04-15T17:17:00+00:00,2024-04-15T17:17:00+00:00,2024-04-15T17:10:00+00:00,2024-04-15T17:10:00+00:00,2024-04-15T17:10:00+00:00,N316DU,BCS3,BCS3,A35D79
2024-04-15DL752BCS3,2024-04-15,landed,752,DL752,DAL752,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A3,3,2024-04-15T13:50:00+00:00,2024-04-15T13:50:00+00:00,2024-04-15T13:53:00+00:00,2024-04-15T13:53:00+00:00,2024-04-15T13:53:00+00:00,Chicago O'hare International,America/Chicago,ORD,KORD,5,M6,11,,2024-04-15T17:55:00+00:00,2024-04-15T17:55:00+00:00,2024-04-15T17:27:00+00:00,2024-04-15T17:27:00+00:00,2024-04-15T17:27:00+00:00,N303DU,BCS3,BCS3,A32AD5
2024-04-15DL2143BCS3,2024-04-15,landed,2143,DL2143,DAL2143,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A22,33,2024-04-15T13:45:00+00:00,2024-04-15T13:45:00+00:00,2024-04-15T14:18:00+00:00,2024-04-15T14:18:00+00:00,2024-04-15T14:18:00+00:00,San Antonio International,America/Chicago,SAT,KSAT,A,4,A1,23,2024-04-15T17:20:00+00:00,2024-04-15T17:20:00+00:00,2024-04-15T17:42:00+00:00,2024-04-15T17:42:00+00:00,2024-04-15T17:42:00+00:00,N318DU,BCS3,BCS3,A364E7
2024-04-15DL704BCS1,2024-04-15,landed,704,DL704,DAL704,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A6,10,2024-04-15T13:45:00+00:00,2024-04-15T13:45:00+00:00,2024-04-15T13:54:00+00:00,2024-04-15T13:54:00+00:00,2024-04-15T13:54:00+00:00,Austin-bergstrom International,America/Chicago,AUS,KAUS,S,8,7,,2024-04-15T17:25:00+00:00,2024-04-15T17:25:00+00:00,2024-04-15T17:22:00+00:00,2024-04-15T17:22:00+00:00,2024-04-15T17:22:00+00:00,N129DU,BCS1,BCS1,A0757F
2024-04-15DL4323None,2024-04-15,landed,4323,DL4323,DAL4323,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A44,23,2024-04-15T13:40:00+00:00,2024-04-15T13:40:00+00:00,2024-04-15T14:03:00+00:00,2024-04-15T14:03:00+00:00,2024-04-15T14:03:00+00:00,St. George Municipal,America/Denver,SGU,KSGU,,,,,2024-04-15T14:50:00+00:00,2024-04-15T14:50:00+00:00,2024-04-15T14:45:00+00:00,2024-04-15T14:45:00+00:00,2024-04-15T14:45:00+00:00,None,None,None,None
2024-04-15DL2184BCS3,2024-04-15,landed,2184,DL2184,DAL2184,Delta Air Lines,DL,DAL,Salt Lake City International,America/Denver,SLC,KSLC,,A9,8,2024-04-15T13:40:00+00:00,2024-04-15T13:40:00+00:00,2024-04-15T13:47:00+00:00,2024-04-15T13:47:00+00:00,2024-04-15T13:47:00+00:00,George Bush Intercontinental,America/Chicago,IAH,KIAH,A,12,,,2024-04-15T17:38:00+00:00,2024-04-15T17:38:00+00:00,2024-04-15T17:24:00+00:00,2024-04-15T17:24:00+00:00,2024-04-15T17:24:00+00:00,N317DU,BCS3,BCS3,A36130
